 0.15557211E-02    0.13964472E-02    0.17092286E-02    0.59207864E-03    0.64579637E-03
 0.84134138E-03    0.12687473E-02    0.13838484E-02    0.58720167E-03    0.22083219E-02
-0.52643010E-03   -0.57418781E-03   -0.24361067E-03   -0.52204082E-03    0.17037197E-02
-0.62687324E-03   -0.68374196E-03   -0.29009371E-03   -0.62166282E-03    0.96568279E-03
 0.18897406E-02   -0.55683914E-03   -0.60735365E-03   -0.25767632E-03   -0.55218822E-03
 0.85805258E-03    0.10218151E-02    0.17826073E-02   -0.56982457E-03   -0.62151846E-03
-0.26368650E-03   -0.56508811E-03    0.87779530E-03    0.10456937E-02    0.92884230E-03
 0.16987342E-02   -0.42265509E-03   -0.46099765E-03   -0.19558330E-03   -0.41912540E-03
 0.65086140E-03    0.77590348E-03    0.68894387E-03    0.70505083E-03    0.10141542E-02
 0.97535716E-04    0.10630313E-03    0.45013280E-04    0.96479793E-04   -0.15158182E-04
-0.18162095E-04   -0.16006835E-04   -0.16400194E-04   -0.12203730E-04    0.28635761E-02
 0.96092020E-04    0.10473040E-03    0.44347735E-04    0.95054749E-04   -0.14918488E-04
-0.17876746E-04   -0.15752557E-04   -0.16141164E-04   -0.12010562E-04    0.20789387E-02
 0.27518833E-02    0.65361360E-04    0.71238370E-04    0.30164738E-04    0.64656076E-04
-0.10149477E-04   -0.12160256E-04   -0.10716742E-04   -0.10979799E-04   -0.81707099E-05
 0.14126514E-02    0.13919777E-02    0.14332443E-02    0.10990095E-03    0.11978114E-03
 0.50718233E-04    0.10871211E-03   -0.17090787E-04   -0.20474633E-04   -0.18044298E-04
-0.18487115E-04   -0.13757804E-04    0.23747916E-02    0.23398853E-02    0.15904902E-02
 0.32025011E-02    0.13606711E-03    0.14829924E-03    0.62793864E-04    0.13459452E-03
-0.21182085E-04   -0.25378039E-04   -0.22367543E-04   -0.22916369E-04   -0.17053517E-04
 0.29408445E-02    0.28979524E-02    0.19695092E-02    0.33111486E-02    0.46169684E-02
 0.14331494E-03    0.15619929E-03    0.66143150E-04    0.14177142E-03   -0.22281018E-04
-0.26691415E-04   -0.23525472E-04   -0.24100899E-04   -0.17936500E-04    0.30973406E-02
 0.30519922E-02    0.20741784E-02    0.34871521E-02    0.43190109E-02    0.53255284E-02
 0.12579719E-03    0.13710673E-03    0.58056519E-04    0.12444067E-03   -0.19562750E-04
-0.23436139E-04   -0.20656172E-04   -0.21161735E-04   -0.15748801E-04    0.27187715E-02
 0.26789065E-02    0.18208078E-02    0.30608520E-02    0.37908501E-02    0.39932739E-02
 0.42051736E-02    0.45195660E-04    0.49260203E-04    0.20870205E-04    0.44741165E-04
-0.15514193E-04   -0.18512854E-04   -0.16405103E-04   -0.16781539E-04   -0.12445080E-04
 0.81800992E-03    0.80570235E-03    0.54794818E-03    0.92142706E-03    0.11402431E-02
 0.12024822E-02    0.10553878E-02    0.24702432E-02    0.69798513E-04    0.76075473E-04
 0.32230347E-04    0.69095747E-04   -0.23966639E-04   -0.28598820E-04   -0.25343253E-04
-0.25924838E-04   -0.19225630E-04    0.12636469E-02    0.12445131E-02    0.84638270E-03
 0.14233454E-02    0.17612702E-02    0.18574215E-02    0.16301816E-02    0.21006996E-02
 0.52665357E-02    0.64787580E-04    0.70612920E-04    0.29917284E-04    0.64135296E-04
-0.22250005E-04   -0.26550325E-04   -0.23528323E-04   -0.24067866E-04   -0.17848567E-04
 0.11729768E-02    0.11553001E-02    0.78560327E-03    0.13211321E-02    0.16349192E-02
 0.17241533E-02    0.15131759E-02    0.19534422E-02    0.30179275E-02    0.44863481E-02
 0.91974668E-04    0.10024484E-03    0.42470936E-04    0.91048006E-04   -0.31585430E-04
