133,1,2,2,4,5,4,4,5,5,5,5,5,5,1,1,0,0,0,0,1,0,5,5,4,5,4,4,3,0,1,1,220.939096264
147,2,4,3,4,4,4,4,2,2,4,4,4,4,4,1,1,1,0,0,1,0,99,99,99,3,99,99,2,0,0,1,1687.98939779
148,2,5,4,1,4,4,4,4,4,5,4,4,3,4,1,0,1,0,0,0,0,5,4,5,4,3,3,3,0,1,1,2466.63609368
151,4,2,4,2,5,3,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,0,1,261.800165727
153,2,4,5,1,1,4,5,4,3,4,5,5,5,5,1,1,1,1,1,1,1,99,99,99,99,99,99,99,0,1,1,757.253454862
167,2,4,4,2,2,2,2,4,4,4,3,4,4,4,1,1,1,1,1,1,1,4,99,99,99,99,99,99,0,0,0,1288.97400944
172,2,4,4,2,4,4,1,4,4,4,4,4,4,4,1,0,1,1,1,1,1,5,4,4,4,4,4,2,0,1,1,0
177,1,5,4,99,99,99,99,4,4,1,3,3,3,2,1,1,1,1,1,1,1,99,99,99,99,99,99,99,0,0,0,2.1138890467
181,4,2,3,3,4,3,3,4,4,4,4,3,3,3,1,1,1,1,0,0,1,4,4,4,4,4,2,4,0,0,1,143.698259719
184,4,3,4,3,4,3,3,4,4,3,3,3,4,4,0,1,1,0,0,0,0,4,4,5,3,3,4,3,0,1,1,0
195,5,1,4,99,4,2,4,4,2,5,4,2,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,1,1,0
198,3,3,4,2,5,3,5,2,4,5,4,4,4,5,1,1,1,1,1,1,1,4,5,5,4,3,3,4,0,1,1,140.150142445
202,2,4,5,2,3,2,4,4,4,5,5,4,4,4,0,1,1,0,0,0,0,4,5,5,3,3,2,1,0,0,1,198.339706796
203,2,4,4,2,2,1,4,5,4,5,4,4,4,5,1,1,1,1,1,1,1,4,4,4,4,4,4,4,0,0,1,122.541526758
204,2,3,4,1,5,4,4,5,5,5,5,5,5,5,1,1,0,1,1,1,1,5,5,5,5,5,5,5,0,0,1,131.343642332
205,1,5,4,2,3,1,4,5,5,5,5,4,4,5,1,1,1,1,1,1,1,4,99,99,5,4,5,5,0,1,1,21.7819807457
206,4,2,5,1,5,5,5,4,4,4,4,4,4,4,1,1,0,1,1,0,0,5,5,5,5,4,3,2,0,0,1,280.152797428
208,2,3,5,4,4,4,1,5,5,5,5,5,3,3,1,1,1,1,0,0,0,5,5,5,5,5,5,5,0,1,1,0
211,2,4,3,5,3,2,2,4,4,5,5,4,4,5,0,1,1,1,0,0,0,5,5,5,5,5,5,5,0,0,1,162.646779501
214,2,4,3,2,2,1,2,5,4,5,3,4,4,4,1,1,1,0,0,0,1,5,4,5,4,4,3,4,0,0,0,338.778517029
215,1,4,5,1,3,2,2,5,4,5,3,3,4,4,1,1,1,1,1,1,1,5,5,5,5,4,4,5,0,0,1,0
222,2,3,5,1,5,3,4,4,5,5,5,3,3,4,1,1,0,1,0,1,1,5,5,3,4,4,99,4,0,0,1,1014.65596942
225,3,3,4,2,4,2,2,4,4,4,3,3,1,1,1,1,0,0,0,0,0,3,3,3,1,1,1,1,0,0,1,657.269257604
226,2,4,4,2,3,2,3,4,4,4,4,4,3,3,1,1,1,1,1,0,1,4,4,4,4,4,1,4,0,0,1,832.053710195
228,1,5,5,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,1,1,807.188757918
231,2,4,5,2,5,4,5,4,4,5,5,4,5,5,1,1,1,1,1,0,1,5,5,5,5,5,3,5,0,0,1,170.031059167
241,4,3,5,1,4,3,3,5,5,5,5,5,3,5,1,1,1,1,0,0,0,4,4,4,4,4,3,4,0,1,0,834.496466636
242,1,5,5,1,4,3,4,5,4,5,5,5,3,3,1,1,1,1,1,0,0,5,5,5,5,5,3,4,0,0,0,1003.38195632
243,2,4,4,2,4,3,4,4,4,4,4,4,3,4,1,1,1,1,1,0,0,4,4,4,4,4,1,1,0,0,1,2085.78966905
245,2,5,5,1,3,3,2,4,4,5,4,4,4,4,1,1,1,0,1,1,1,4,4,4,1,3,3,2,0,0,1,2451.69820639
247,5,1,4,2,99,99,99,4,4,4,3,2,2,3,1,1,1,1,1,1,1,99,99,99,99,99,99,99,0,0,1,2415.25347791
249,5,1,4,4,3,3,2,4,4,4,4,4,3,3,1,1,1,1,0,0,0,4,4,4,4,4,2,2,0,0,1,2009.08614979
251,1,4,4,2,5,5,3,4,4,4,4,4,4,3,1,1,1,1,1,1,0,5,5,5,5,5,5,1,0,0,1,2427.35709886
252,4,2,5,1,4,4,5,4,4,4,4,4,3,4,1,1,1,1,1,0,1,4,5,4,4,3,2,4,0,0,1,543.358970776
254,2,4,4,2,5,5,4,4,4,4,4,3,3,3,1,0,1,1,1,0,0,4,4,4,4,4,2,2,0,1,1,252.698526925
260,5,5,5,1,3,2,2,4,4,5,5,5,5,5,1,1,1,1,1,1,1,99,99,99,99,99,99,99,0,0,0,1288.97400944
262,1,5,5,2,2,2,3,5,5,4,4,4,4,4,1,0,1,1,0,0,0,4,99,3,3,99,99,99,0,0,0,1288.97400944
269,5,2,2,4,3,2,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,5,5,5,5,4,4,4,0,0,0,71.179628183
272,4,2,4,2,5,5,4,4,3,5,4,4,4,4,1,1,1,1,1,1,1,5,99,5,5,5,5,5,0,1,1,17.5950153573
273,2,4,4,2,4,3,2,5,5,4,3,3,3,4,1,1,1,1,0,0,1,5,4,4,4,2,2,4,0,1,1,0
276,5,99,5,99,4,3,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,4,3,3,0,0,0,433.605494382
277,2,5,5,2,3,3,2,4,4,5,4,4,4,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,1,1,71.383272821
279,2,4,4,2,3,3,3,4,4,4,4,4,3,4,1,1,0,1,0,0,0,5,5,3,4,3,2,3,0,0,1,95.1445781635
280,5,4,5,1,2,2,3,5,5,5,5,5,5,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,1,1,0
287,1,4,5,4,1,4,2,4,4,4,4,2,3,4,1,0,1,1,0,1,0,4,1,4,4,1,5,1,0,0,0,199.086548743
292,2,4,4,2,4,2,4,4,4,4,4,3,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,1,1,0
295,2,4,4,2,4,4,4,5,5,5,5,5,5,5,1,1,1,1,0,1,1,5,5,5,5,99,99,99,0,1,1,29.7582964422
297,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,1,1,1,1,99,99,99,99,99,99,99,0,0,1,99.7037171933
298,1,5,5,1,4,1,2,5,4,5,4,3,5,5,1,1,1,0,0,1,1,4,5,5,3,3,5,5,0,0,1,13.4212614015
299,2,4,4,2,5,3,4,4,4,5,4,4,4,5,1,1,1,1,1,1,1,4,4,5,4,4,4,4,0,0,1,104.53861754
301,2,5,5,1,3,2,2,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,357.851598665
302,2,5,5,1,3,3,4,4,4,5,4,3,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,1,1,0
303,4,2,5,2,5,4,3,4,4,5,4,3,4,3,1,1,1,1,0,0,0,5,5,5,5,2,3,2,0,1,1,678.636477144
304,1,5,5,2,5,3,5,5,5,5,5,3,4,4,1,1,1,1,0,0,0,5,5,5,5,3,3,1,0,0,1,869.774449007
305,4,3,4,3,4,3,3,4,2,2,4,3,3,2,1,1,1,1,0,0,0,99,99,99,99,2,2,2,0,0,1,179.924081934
307,1,5,5,1,5,4,2,5,4,5,5,4,4,5,1,0,1,1,0,1,1,5,4,5,5,1,5,4,0,1,1,0
308,2,3,3,4,4,2,2,5,5,5,5,3,2,5,1,1,1,1,0,0,1,5,5,5,5,1,1,5,0,0,1,25.7708785043
318,4,2,4,2,4,2,3,3,4,5,4,2,4,4,1,1,1,0,0,0,0,4,4,4,2,99,2,3,0,0,1,1480.04359475
321,1,2,4,1,5,5,4,5,5,5,5,4,5,5,1,1,1,0,1,1,1,5,5,5,1,5,5,5,0,0,1,478.846632377
327,1,5,5,1,5,5,4,5,5,5,5,3,4,5,1,1,1,1,0,0,1,5,5,5,5,3,3,5,0,1,1,0
333,2,4,5,2,2,2,2,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,0,1,946.30990296
337,1,5,4,2,4,3,4,4,4,4,4,4,3,4,1,1,1,1,0,1,1,5,5,5,5,5,5,5,0,0,1,207.777546136
344,4,2,3,4,3,3,4,4,4,5,3,4,2,4,1,1,1,1,1,0,1,99,99,99,99,99,2,99,0,0,0,1331.77764384
347,2,3,4,3,4,4,4,4,4,3,4,3,2,4,1,0,0,1,1,0,1,4,4,2,4,4,3,4,0,0,1,2510.28147547
349,1,1,4,1,4,2,4,4,4,5,4,99,4,4,1,1,0,1,0,1,0,5,5,4,5,4,5,1,0,0,1,1236.87083545
350,1,5,4,2,5,3,3,4,5,5,4,4,4,5,1,1,1,1,0,0,0,5,5,5,5,4,4,4,0,0,1,1915.08489017
355,5,1,5,1,3,3,3,4,4,5,4,3,2,3,1,1,1,1,0,0,0,99,99,99,1,99,3,1,0,0,1,1099.50098481
365,2,4,4,3,5,5,3,5,5,5,5,5,5,5,1,1,0,1,1,0,0,5,99,3,5,5,3,3,0,0,1,371.756840386
379,5,3,4,3,2,1,2,4,4,3,4,4,3,3,1,1,1,1,1,1,1,99,99,1,1,1,1,1,0,0,1,22.6584584459
387,3,4,4,3,2,2,1,4,4,4,4,2,4,4,1,1,1,0,0,0,1,4,4,4,4,4,4,4,0,0,0,575.423843407
395,1,5,5,1,4,3,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,0,1,141.491541766
402,1,5,5,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,99,99,99,895.560807008
411,4,2,4,3,2,2,1,4,4,5,4,4,4,4,1,1,1,0,1,0,1,3,3,3,2,3,2,3,0,0,0,1422.70702339
412,2,4,4,2,3,3,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,0,1,567.389211377
417,4,1,4,4,4,3,4,4,4,4,2,1,1,1,1,1,1,0,0,1,0,4,4,4,1,1,4,1,0,0,1,252.328068375
419,2,4,5,1,5,3,4,4,5,5,4,4,2,4,1,1,1,1,0,0,0,4,5,5,3,3,2,1,1,1,0,1048.94401311
425,4,3,5,3,99,99,99,4,5,3,3,3,4,3,1,1,1,1,1,1,1,99,99,99,99,99,99,99,0,0,1,963.388144644
429,2,4,5,2,3,3,2,4,4,5,4,3,3,4,1,1,1,1,0,0,1,4,4,3,4,4,2,4,0,0,0,948.601736627
430,2,4,5,1,99,99,99,4,4,5,5,2,4,2,1,1,1,1,1,1,1,99,99,99,99,99,99,99,0,0,1,883.76488711
435,2,4,4,3,5,4,4,4,4,5,4,4,4,4,1,1,1,1,0,0,0,5,5,5,4,3,3,3,0,0,1,2129.50569376
437,4,4,4,2,99,3,3,4,2,5,5,4,4,5,0,1,1,1,1,1,1,3,99,99,99,99,99,99,0,1,1,2112.59121112
442,2,5,4,2,4,2,4,4,4,5,5,4,3,4,1,1,1,1,1,1,1,4,5,5,4,5,3,4,0,0,1,1658.77190716
443,4,2,4,2,4,4,5,4,4,5,5,3,4,4,1,1,1,0,0,0,1,99,99,99,2,3,3,99,0,0,1,2230.78545699
445,2,4,4,2,4,3,3,4,4,4,4,4,3,4,1,0,0,1,0,0,1,4,4,3,4,2,2,3,0,0,0,333.506406198
449,4,4,4,2,3,1,3,4,4,4,4,4,4,4,1,1,1,0,1,0,0,99,99,99,1,99,1,1,0,0,1,914.46069688
459,4,2,5,2,3,2,3,5,5,5,4,4,4,4,1,1,1,1,1,1,1,4,4,5,3,3,3,4,0,0,0,918.961814908
460,2,4,4,2,4,3,4,4,5,5,4,4,4,4,1,1,0,1,1,1,1,5,5,4,4,4,4,4,0,1,0,606.816091459
462,2,4,4,2,4,2,2,4,4,5,4,3,3,4,1,1,1,1,1,0,1,5,5,5,4,3,3,4,0,0,1,28.2381800116
464,4,3,3,3,4,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,1,4,1,4,2,1,1,2,0,0,1,252.099458614
470,1,5,4,2,3,3,2,2,4,5,4,3,2,2,1,1,1,1,0,0,0,5,5,5,5,1,1,1,0,1,1,0
471,1,5,5,1,5,5,5,5,5,4,4,4,4,4,0,0,0,0,0,0,0,5,5,5,5,4,4,5,0,0,0,0
473,2,4,4,2,5,3,5,4,4,4,4,4,4,4,0,0,1,0,0,0,0,3,4,4,4,4,4,4,0,1,1,0
478,3,5,5,1,2,1,2,5,3,5,3,3,3,5,1,1,1,1,1,1,1,4,4,4,4,4,4,4,0,0,1,199.086548743
488,1,5,5,1,99,99,99,4,4,4,4,4,4,5,1,1,1,1,1,1,1,99,99,99,99,99,99,99,0,1,1,32.5000998437
489,3,2,4,4,5,4,3,4,4,4,4,4,2,4,1,0,1,1,0,0,0,3,3,99,3,3,2,3,0,0,1,282.058076588
490,3,4,5,3,3,3,4,5,5,5,5,5,5,5,1,1,0,1,1,0,1,5,5,5,4,4,4,4,0,0,0,426.206070953
491,5,1,4,2,4,3,4,3,4,4,4,4,4,4,1,1,0,1,1,0,1,4,4,4,4,4,1,3,0,0,1,192.70049848
507,2,4,4,3,4,3,4,3,2,4,3,3,3,3,1,1,1,1,0,0,0,4,3,3,3,99,2,2,0,0,1,964.44894111
508,5,3,4,3,4,3,4,2,2,4,3,3,2,4,0,1,0,0,0,0,0,1,4,3,3,1,1,1,0,0,1,1211.91348612
511,3,4,4,2,99,99,99,2,2,4,4,3,3,4,1,1,1,1,1,1,1,99,99,99,99,99,99,99,0,0,0,1333.01236955
512,4,2,4,3,4,4,3,5,3,5,4,3,4,4,1,0,1,1,0,1,0,5,4,5,5,4,5,3,0,1,1,1318.61216324
518,1,5,4,2,4,1,4,4,4,4,4,4,3,3,1,1,1,1,1,0,1,4,4,4,4,4,3,4,0,1,1,1516.27336134
526,1,5,5,1,5,3,2,4,4,5,5,3,4,3,1,1,1,1,0,0,0,99,99,99,99,2,2,2,0,1,1,169.841602364
528,2,3,5,2,3,5,5,4,4,5,4,4,4,5,1,1,1,1,1,1,1,4,5,5,4,5,5,5,1,1,1,323.375811897
537,2,3,4,2,5,5,5,5,4,5,4,3,3,4,1,1,1,1,1,1,1,5,5,5,4,99,5,5,0,1,1,2254.97016846
543,3,3,5,2,4,4,4,4,3,4,4,4,4,4,1,0,0,1,1,0,1,3,1,1,4,4,3,4,0,1,1,408.706259301
545,1,5,5,1,4,3,5,5,5,5,5,5,5,5,1,1,1,1,0,0,1,5,5,4,4,2,2,5,0,0,0,917.81531545
547,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,1184.93739853
551,2,4,1,3,2,3,1,4,3,4,5,3,4,4,1,1,1,1,0,0,0,4,4,4,3,1,1,1,0,0,1,1331.76397283
552,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,0,0,1288.97400944
554,2,4,4,2,5,1,4,4,4,5,4,4,4,4,1,1,1,1,1,0,1,4,5,5,5,5,3,99,0,0,0,1288.97400944
563,2,4,4,2,2,2,2,4,4,4,4,4,2,2,1,1,1,1,0,0,0,99,99,99,99,3,3,3,0,0,1,0
571,2,4,4,2,4,3,1,4,4,4,4,4,4,4,0,0,1,0,0,0,0,1,1,5,1,1,1,1,0,1,1,0
588,4,3,4,2,5,4,4,2,3,4,4,3,4,4,1,0,1,1,0,0,0,5,1,5,4,3,2,4,0,0,1,66.5595702386
589,2,4,4,4,5,5,4,2,2,4,4,3,3,4,1,1,1,1,1,0,1,4,4,4,4,4,3,4,0,1,1,277.190395703
591,2,4,4,2,4,4,4,4,4,4,4,4,4,4,1,0,1,1,1,1,1,4,1,3,4,4,4,4,0,0,1,176.837693596
594,2,3,4,2,99,99,99,4,4,4,4,3,3,4,1,1,1,1,1,1,1,99,99,99,99,99,99,99,1,1,1,22.4586134114
597,2,4,4,3,99,99,99,4,4,4,4,4,2,4,1,1,1,1,1,0,1,4,4,3,3,3,2,3,0,0,1,456.462014788
598,5,1,5,1,5,2,4,4,4,5,4,4,4,5,1,0,1,0,0,0,1,5,4,5,1,1,1,5,0,0,0,820.621962269
600,2,4,3,3,5,2,4,5,5,5,5,5,3,3,1,0,1,1,0,0,0,5,3,5,5,3,1,1,0,0,1,522.966336846
603,2,4,4,2,3,2,2,2,4,4,4,3,2,3,1,1,1,1,0,0,0,99,99,99,99,2,2,2,0,1,0,0
604,5,1,5,1,5,5,4,4,4,5,4,3,2,2,1,1,1,1,0,0,1,5,5,5,5,1,1,5,0,1,1,269.532237466
611,2,3,4,2,4,3,3,4,4,4,3,3,3,4,1,1,1,0,0,0,1,4,4,3,3,3,3,4,0,0,1,1034.61268532
619,2,5,5,1,5,2,5,5,5,5,5,5,3,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,0,1,906.859579325
621,1,4,4,2,4,3,2,4,4,4,3,3,3,3,1,1,1,1,1,1,1,5,4,5,4,3,4,4,0,1,1,49.0061540797
624,2,4,4,2,4,3,3,4,4,4,4,4,3,4,1,1,1,0,0,1,0,3,3,3,3,3,2,3,0,0,0,434.999202114
625,1,4,4,1,5,4,5,4,3,4,4,4,4,4,1,1,1,1,0,1,1,4,4,4,4,3,4,4,0,1,0,945.636863056
635,3,4,5,1,4,4,4,4,4,5,4,4,5,4,1,0,1,1,1,0,1,5,5,5,5,5,5,4,0,0,1,1770.0202059
637,2,4,4,2,4,4,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4,4,4,4,4,4,4,0,1,1,2019.43424862
646,2,5,5,2,3,2,4,5,4,5,5,4,4,5,1,1,1,1,1,1,1,99,99,99,99,99,99,99,0,0,0,802.999002901
649,4,3,4,2,4,3,3,4,4,4,4,4,4,4,1,1,0,0,1,0,0,4,4,4,4,4,4,4,0,1,0,1288.97400944
659,99,1,3,3,3,3,3,4,4,4,4,3,4,3,1,1,1,1,1,0,0,4,4,4,4,4,4,4,0,0,1,26.0402856354
663,5,2,4,4,5,2,4,4,4,4,4,3,3,4,1,1,0,0,0,0,0,5,5,4,3,1,1,3,0,1,1,0
672,5,4,4,2,2,1,1,5,5,5,5,3,5,5,1,0,1,1,1,1,1,5,1,5,4,4,5,5,0,0,1,199.086548743
674,2,3,4,2,3,1,3,4,4,4,4,99,3,4,1,1,1,0,0,0,1,4,4,2,2,2,3,2,0,0,0,14.3584572795
676,5,1,1,5,5,5,3,5,5,4,4,4,5,5,1,1,1,1,1,0,1,5,5,5,5,5,5,5,0,1,1,0
681,2,4,4,2,99,99,99,4,4,4,4,4,4,4,1,1,1,1,1,1,1,99,99,99,99,99,99,99,0,0,1,176.875042199
682,2,4,4,3,4,3,4,4,4,5,4,3,3,2,1,1,0,1,1,0,0,5,5,4,4,4,2,2,0,0,1,451.198384273
689,5,3,1,5,5,5,3,2,2,2,2,2,2,2,1,1,1,1,0,1,0,5,5,5,5,4,4,1,0,1,1,17.5090943767
690,1,5,5,1,5,5,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,99,99,99,99,99,99,99,0,1,1,176.126700052
693,2,4,4,2,4,2,3,4,4,4,4,4,3,4,1,0,1,0,0,0,0,4,3,4,2,2,1,2,0,0,0,793.535372391
696,2,4,4,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,0,0,1,690.111018764
698,2,4,4,2,4,2,3,5,4,4,3,3,4,4,1,0,1,1,1,1,1,4,3,4,3,3,3,3,0,1,1,97.3412616391
699,1,4,4,2,4,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,1,5,5,3,3,4,0,0,1,116.452144549
705,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,0,0,1,0,0,0,4,2,4,3,99,1,2,0,0,1,1657.90685534
706,3,3,3,4,3,2,3,4,4,4,3,4,4,4,1,1,1,0,1,1,1,99,99,99,3,99,99,99,0,0,0,1785.21493902
711,4,3,5,3,5,4,5,3,4,5,4,3,2,2,1,0,1,1,0,0,0,3,1,5,4,1,1,2,0,0,0,1288.97400944
712,2,4,4,2,4,2,4,5,5,4,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,0,1,105.739359993
713,1,5,5,1,3,3,2,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,0,1,413.899018602
714,99,99,99,99,4,4,4,99,99,99,99,99,99,99,1,1,1,1,0,0,0,4,5,5,5,5,4,3,0,0,1,100.849249408
718,4,2,4,2,1,2,5,2,2,2,2,2,2,2,1,1,1,0,0,0,0,4,4,4,1,1,1,1,0,1,1,0
719,3,2,4,2,4,3,3,2,4,4,4,3,4,4,1,1,1,1,1,1,1,4,4,99,4,4,4,4,0,0,1,101.006123092
729,2,3,4,2,3,3,3,5,4,5,5,3,4,4,1,1,0,1,1,1,1,99,99,4,99,99,99,99,0,0,1,3999.94255627
732,3,4,4,3,5,5,4,5,4,4,3,4,3,4,1,1,0,0,1,0,1,99,99,4,3,99,4,99,0,1,1,3491.15836669
734,4,2,4,2,4,4,2,4,4,5,4,4,4,4,1,1,1,1,1,0,0,5,5,5,5,5,1,1,0,0,1,1726.73184414
736,4,3,5,1,4,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,0,0,1394.28716568
740,1,4,4,1,5,5,5,5,4,4,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,0,0,7330.4756261
743,1,5,4,2,5,4,4,4,5,4,4,4,4,4,1,1,1,1,1,0,1,4,5,5,4,4,3,4,0,0,1,4159.26611639
745,2,4,4,2,4,3,3,4,4,4,4,4,3,4,1,1,1,1,1,0,1,4,4,4,4,4,3,4,0,0,1,1669.94570243
750,1,4,5,1,5,4,4,4,4,4,4,4,4,4,1,1,1,0,1,1,1,99,99,99,4,99,99,99,0,0,1,3686.51845749
752,1,2,3,5,4,5,5,4,5,4,3,3,4,4,1,0,1,1,1,1,1,4,4,4,4,4,4,4,0,1,0,7530.74687352
753,3,4,3,3,99,99,99,4,4,3,3,3,3,4,1,1,1,1,1,1,1,99,99,99,99,99,99,99,0,1,1,6951.280766
757,2,4,3,2,4,3,3,4,4,4,4,4,2,4,1,1,1,1,0,1,1,4,4,4,4,3,4,4,0,0,1,1796.43790113
758,5,1,5,1,5,5,5,5,3,5,3,2,3,1,1,0,0,0,0,0,0,5,1,1,1,1,2,1,0,0,0,1679.26908656
