"(Intercept)","policyBeliefs","effectiveness","logDist","risk","cityRate"
0.588070693087199,-0.0105252634256342,0.0988848112812172,0.0169800671508788,-0.00552883480968424,0.0544249672144108
0.593335171081521,-0.000405619585020269,0.125550211665036,-0.0252458893536876,-0.0164132425254865,0.0415814921195886
0.582813965876771,-0.00269191010542755,0.127112935424548,-0.00201973631764189,-0.0372051378673721,0.040317586277017
0.583676282072053,-0.0164840357279362,0.114828605198539,0.00444803075134546,-0.0456125785572386,0.0544476391765562
0.583418066276872,-0.0114869358395851,0.110810929715381,0.0226601572144509,-0.0335137351304287,0.0304646924832453
0.586958029556544,-0.0140938320625293,0.0942521482215998,-0.0198511276826799,-0.0234932522990458,0.0304093763863579
0.585326171905167,-0.0112037232925922,0.119157006735466,0.00424100771189674,0.00166692721796791,0.0470130236272711
0.581297230462644,-0.00776454667783965,0.118709809708056,-0.00582274593703905,0.0070211148495354,0.0350637653022518
0.5675594971931,-0.0201530263237566,0.115156723426474,0.0125777449025045,-0.0143119901505551,0.0617466734485528
0.596323176552698,0.00355757582399104,0.123709835103548,-0.0311029428087025,-0.021823316862552,0.0313998191688461
0.58980832111681,-0.00620794759034092,0.119296778296119,-0.00230174762579353,-0.0035099035201239,0.0243842180701409
0.595767301866531,-0.011910597521772,0.117754926338641,-0.00884093790794879,-0.0133202257003026,0.0469692887179303
0.598886439093574,-0.0113073762545049,0.120787529967935,0.00105444584008463,-0.0419158627306144,0.0326054212596233
0.602316665187815,-0.00342803166992845,0.125091048434422,-0.0138906327790192,-0.0316888565040862,0.0326009923891147
0.597319134501524,0.00545886294557574,0.127219434672771,0.0190056288771705,-0.0203679185719691,0.0640962220221392
0.613583651947727,-0.00062548271425842,0.111190015436602,0.00877664431027675,-0.0240579048040715,0.0450039738964381
0.598490945863683,-0.0154544369680071,0.120219399790985,0.00715045064770523,-0.0138593301426093,0.0425299058361875
0.574368740544129,-0.0147054373526431,0.100841718958394,-0.00897757463862262,-0.025746776930998,0.0324702931355791
0.586430459502265,-0.019436796575481,0.0922651382394343,-0.0304747625895865,-0.0140764950800425,0.0338714354439575
0.586926193047401,-0.0432681415835951,0.136924952788932,-0.0021243498016834,-0.000543915435565217,0.031736712025617
0.57913407142325,-0.0144153846512284,0.103158964846214,-0.0132253278893513,0.00395192538093901,0.0161719109017295
0.578212939769246,-0.0184406382225895,0.116367709543256,-0.0105561541107447,0.0175003111453584,0.0354023549022669
0.582458831068482,0.011489788822292,0.124503334147891,-0.00329523178489931,-0.007466095896608,0.0455108892720953
0.584197726766016,-0.0402018897733114,0.126541600978627,-0.00679285853152951,-0.0131197473319718,0.0465366017072386
0.581295299325059,-0.00584921497766865,0.159810584315224,-0.006033535820624,-0.0379391189217993,0.0270216181362935
0.601709324848588,-0.0195420373819315,0.128593179406654,-0.016382201436104,-0.00941331148213454,0.0355801985992016
0.590768275984276,-0.0353034673612947,0.144187271096784,-0.0205991420673069,-0.0144616308895283,0.0371012996947265
0.60568548253034,-0.0132221744707046,0.106626050852199,-0.0129675620668894,-0.0124541138697759,0.033517076866422
0.585988800027844,-0.0110025788903038,0.139912286606068,0.00136254939830313,-0.0370605036089267,0.0234822401018475
0.589152201512236,-0.0341508184140637,0.108923605751409,-0.0153929570897972,-0.017370662644449,0.0474798626865523
0.578995182964667,-0.00997479897478337,0.115240475608993,-0.0265152573448075,-0.0350005709612574,0.0297407657413833
0.584258620135172,-0.027910668382641,0.114918581416867,0.00932336746510016,-0.0286957927527732,0.044180323193268
0.610143266076549,0.00947002315198259,0.124205933512963,-0.0157249364712174,-0.0256893358830014,0.0572933508963404
0.608832026711173,-0.0164213425059398,0.127064376158017,-0.0182495185978085,-0.00968058733537142,0.0423387154925621
0.604356879079622,-0.00654304363153451,0.118866390912833,-0.0071574455903137,-0.0250341973235104,0.0393607090089567
0.566820855286084,-0.00885224109159847,0.101683247744188,-0.0147757741097662,-0.0268546924914947,0.0396065452172391
0.612333173394201,-0.0287329727518203,0.109958993553178,-0.0373350161023792,-0.0318369744815951,0.0419353459437395
0.621040463084234,-0.0224579421977583,0.122845620906875,-0.0228317357365343,-0.0102345606977746,0.0407717845835203
0.589712589067783,-0.0196692090099079,0.126843307878457,-0.0193444453257955,-0.0215478673781451,0.0392444125177564
0.579905964728755,-0.0169691345533836,0.13488915548303,0.014815064554081,-0.0113322170927157,0.0539002807241224
0.604806129164498,-0.0112129099346815,0.124040041900381,0.0083394125403843,-0.0129942924693488,0.0497201541686212
0.603765377244059,-0.0113629710253991,0.121759703625286,-0.0132155916240045,-0.0168551499630486,0.0438142885945333
0.595234329698711,-0.0109672432318657,0.105580334234282,-0.0189892895452267,0.00552976378981451,0.00555716725994469
0.580530583376689,0.00959240311689492,0.111040989226126,-0.000550790752737769,-0.0218787516134337,0.043857000196905
0.589806472118956,-0.0166314602857656,0.11208562015094,-0.00381311948211667,-0.00816573141615941,0.0380155767044276
0.594047625923936,-0.0187791120204657,0.114673528284263,-0.0193538984571497,-0.00141807631931166,0.0347333260708708
0.572525605910105,0.00566944044713796,0.115198258033897,-0.0133114107105652,-0.0194276896778315,0.049619150407824
0.599237188480239,-0.0314410411462823,0.131799178015017,-0.00240680973048527,-0.0191694060511053,0.0438557089360278
0.602080227238319,-0.0237465189046137,0.10949624411959,-0.00927233852785107,0.00202989966429449,0.0383266559206863
0.602685696135395,-0.0189595793288737,0.125962622535119,0.0120917791765809,0.00436603746726918,0.0341764765350965
0.567828072646544,-0.0119412700904888,0.115140133110671,-0.00967274988632331,-0.0403221700294664,0.0389672066219188
0.590589691994386,0.00370330140116411,0.107850557693693,-0.013840448216838,-0.0370496446374569,0.0562637615272969
0.617277973120999,-0.0217623535422751,0.125131711530225,0.00297310110912689,-0.00639715707282327,0.0241603851763813
0.573260313339137,-0.0279491445120212,0.124403636261434,-0.0155469061396791,-0.0369200969905905,0.0429157155885841
0.596954934156529,0.000577554892176271,0.118349887479023,0.00477710245631606,0.0088417177209699,0.0166947839847157
0.585864161521134,-0.0174220515942423,0.132448574155127,-0.0103295399196446,-0.0146131697405669,0.018133559697814
0.603238754192734,-0.00965010554209589,0.113746741980483,-0.00883080439253822,-0.0286233860859244,0.033264665628657
0.603343418132023,-0.00162880204724937,0.128034158134253,-0.0278585225677453,-0.0334929784922545,0.0276139338133407
0.59362872932953,-0.0315010720535671,0.101113576217561,-0.0151043167503001,0.00848537455879264,0.0314452540264035
