"(Intercept)","policyBeliefs","effectiveness","logDist","risk","cityRate"
0.593144249705698,-0.0310554927219527,0.103995871222026,-0.0153715377905305,-0.00636137797925292,0.0314021728944808
0.583076562242245,-0.019220166545878,0.0961151990942471,-0.015997087475659,-0.0189889214687857,0.0408593463875713
0.588633568994239,-0.00442017116850757,0.0987052348076765,-0.0277228366832897,-0.0265673306696118,0.0551706044273422
0.594690835662887,-0.015502583185906,0.110617958742998,0.00306345678169635,-0.0304861928203452,0.0440937098925899
0.581102120274067,-0.0100898149929999,0.100161558048448,-0.0225585656031351,-0.0142152363076691,0.0514001241717467
0.597061632302136,-0.00562621473789619,0.112494379038919,-0.00220955977209837,0.00555294195953584,0.0370455153386154
0.582818469182194,-0.0183327685927081,0.110120639135089,-0.000394888517065529,-5.35906444767333e-05,0.0282853632526827
0.564906598478725,-0.0127877652887055,0.133444853967884,-0.0140628898370108,-0.00672482251977321,0.045995818590538
0.60409802707384,-0.00913704536879861,0.134259356322865,0.00893105717295498,-0.0070243291619421,0.0464341687659893
0.592170691331343,0.0126434246119012,0.116794846043311,-0.0186793703033792,-0.00877371100792986,0.0395364003848653
0.581820218329242,-0.0130363121219072,0.101023062494226,-0.00425104491634993,-0.00977607321203687,0.0230847000870775
0.615587565843382,0.00736998348885806,0.114043283980056,-0.0470804579887658,-0.0206003289157307,0.0310453106269141
0.598146393681678,-0.00827461683058598,0.125357952482964,-0.00167730672489095,-0.0269610710578285,0.0583265243890529
0.592144881788692,-0.00373611499684523,0.119185559420658,-0.000696976539039273,0.000764790826871111,0.0136279242491018
0.58574879902827,0.0090065392498998,0.113207007986417,-0.0180343479843304,-0.0109549802227211,0.0389302276199847
0.586911886108486,-0.0179441048766746,0.106742084016787,-0.0171819042481023,-0.0161474876361596,0.0442176871407269
0.592536854120386,-0.0218042670161514,0.113169131694617,0.00852399884785823,-0.0127875536791234,0.0490964001521876
0.595334600905279,-0.00654164646062049,0.116599841599167,0.00351676023300526,-0.013181279065638,0.0281803625594267
0.59034279895263,0.00353024114929124,0.114151378833747,-0.0225051186109024,-0.00152671553588336,0.0405012211424452
0.571867498220355,0.00499351763028461,0.136111553361927,-0.0181820221933944,-0.0159836820630638,0.0257489886840112
0.598351363278449,-0.0109941261741329,0.100494619785668,-0.00739847190813529,-0.00869884133021451,0.0178678591092977
0.571522572118478,-0.00711752467670078,0.0919666303320344,-0.0164259711125843,-0.0130585807693771,0.0591010294706464
0.575752295243872,-0.0423867379049171,0.10560073117603,0.0141158013520193,0.000365656102334338,0.0451058018900075
0.577555395893906,-0.0165645777132327,0.12404901876299,-0.0155105241050487,-0.0233141850503353,0.0493687722550233
0.565409279854539,0.00419804216054042,0.129500787307855,-0.00888780042875121,-0.0147448333743365,0.0294947462265032
0.584426111329894,-0.00415091137079206,0.11044958718257,-0.00529562292588933,0.00261088713625774,0.0535683323285255
0.578833183861189,-0.0235955942704647,0.117699771353263,0.00166652361732968,-0.0171720275013384,0.0160181542990287
0.56974785547124,-0.0198812368150135,0.132937104633404,0.00586113473919534,-0.0146781395460727,0.0353107271264905
0.614073814297125,-0.0130864091939258,0.114051634582158,-0.00160913921705343,-0.0144735328109373,0.0366543099419654
0.602324110442041,-0.00599000249623256,0.133019405073002,-0.0230300413806725,-0.0064419800543023,0.0556410802182045
0.600720666161607,-0.0263055011039778,0.117916583433435,-0.0190134674696429,-0.0154373969209866,0.0471907351026001
0.592448787548429,-0.0177195106319719,0.0942129789147601,-0.00869220133955613,-0.0209663565792651,0.0425934085631996
0.593321189659796,0.0169771209806387,0.131806511228624,-0.030952520140503,-0.00553694859944258,0.0229050633739934
0.583827326747149,-0.00597011961826494,0.140859399655135,-0.00726678410517596,-0.037183832959028,0.0380372794625118
0.58992613595909,-0.0129036675699465,0.141422845873471,-0.0266731676495129,-0.0126254577650103,0.0204231695365004
0.600583585773156,-0.0168197880612559,0.13164485768341,-0.00949632630046335,-0.000836035500209206,0.028330900293239
0.61716420010022,0.0100304269812502,0.123185571220837,-0.0104353779361074,-0.0155552930261069,0.0437169722662603
0.589339535419797,-0.00323067655525559,0.107237600151012,-0.028132499095723,0.00177558584241019,0.0498083492920559
0.564577179223478,-0.00902016197266306,0.125328150959996,-0.00929806411956063,-0.0140189925355532,0.0231813374981144
0.569374022935683,-0.0194976691842398,0.106939085840076,-0.00194692189796836,-0.0119905644148604,0.0387760800708083
0.596999489761949,0.00082807345971298,0.111120735727184,-0.0194822460962879,-0.0189903488533195,0.0190688200047868
