"","c1a","c1b","c1c","c1d","c1e","c1f","c1g","c1h","c1i","c1j","c1k","c1l","c1m","c1n","c1o","c1p","c1q","c1r","f1a","f1b","f1c","f1d","f1e","f1f","f1g","f2a1","f2b1","f2c1","f2d1","f2e1","f2f1","f2g1","f2a2","f2b2","f2c2","f2d2","f2e2","f2f2","f2g2","f5a","f5b","f5c","d1h","d1i","d1j","g2a","g2b","g2c","g2d","h1a","h1b","h1c","neighbors_f2a1","neighbors_f2b1","neighbors_f2c1","neighbors_f2d1","neighbors_f2e1","neighbors_f2f1","neighbors_f2g1","near_cnf","near_03f"
"f1f",0.0616387969329146,0.0758622640975582,0.0371724241479274,0.0932543813454497,-0.0421242972015978,-0.035336151310243,0.0143653516295026,0.0489338436303991,0.0168532489656851,0.050929196481473,0.0355494234077708,0.0770598525911268,-0.00238153182908598,-0.0568673989120266,0.0736726574290026,-0.00750523387536207,-0.0153644369495972,0.129734396132485,0.300168124422231,0.283810018802452,0.201392604368895,0.376558071496053,0.536920535802124,1.02901177685741,0.622454007050051,0.00514161595090782,0.0540639380733246,0.015961540408899,0.0581374743045781,0.109285287535569,0.192497949429384,0.117036950776179,0.13111144526551,0.220210275891178,0.108792796798577,0.315324302565718,0.457857304131858,0.692124056175867,0.528687171054943,0.0635382083946253,0.147449024240833,0.14845253530708,0.14736287954251,0.125579552715655,0.131221813173442,0.116817159037391,0.101630805123408,0.110019817126169,0.148392294099304,-0.00322546127153492,0.0132645597781367,-0.00881510376984732,-0.00121301971829557,-0.00108464436011267,-0.00644996966509237,0.00207804163001453,0.00332031176626388,-0.000390228180849787,-0.00217924435734742,-85.7402703200061,162.584526985169
"f1g",0.0226326728402324,0.0298594421382274,0.0425641377418027,0.0534434176639903,-0.0573163362205404,-0.00551063278754568,0.0119105069451308,0.0467019506859305,-0.0317961513091858,0.045067960069934,0.0850842579789327,0.0687964524389482,0.0236513808827325,0.0483548269081264,0.0325609031491384,0.0072762475797889,-0.0194906298831967,0.137362699968096,0.267099338414711,0.274454953267243,0.219850102203043,0.305883832666717,0.438788739350537,0.622454007050051,0.859916949186543,-0.00787377881201228,0.0394913591427062,0.0414150735220365,0.0709342213484724,0.0938534373808903,0.125137916507854,0.159531785993701,0.0605397674978406,0.213605782723129,0.18752335113514,0.303413567042568,0.42501543657613,0.515076902320561,0.638778871008088,0.0565451353917873,0.0806480486931615,0.110540703864637,0.102732268370607,0.11615596488208,0.083825641025641,0.0798769252164239,0.0530844016174826,0.0656729302753878,0.107204106799736,0.00196835490953138,0.0175156591955324,-0.015943450808744,-0.000848497525997137,0.00413728156762088,0.000599851145778889,0.011235097258755,-0.00566652066620226,0.000638747919902899,0.000650235333536808,21.2806404843513,51.8305863584676
"f2a1",0.00509118246996976,-0.000768376073100757,-0.00858383621905138,0.0138468273434361,0.00254370574775297,0.00872979372136202,0.0133098167426654,0.0279838791271795,0.00943609767139179,-0.00704507512520868,-0.000784803105934553,-0.0176803751197459,0.00447047505871035,-0.0029891151091309,-0.001217190300445,-0.0140950012044615,0.007210205213533,0.0111126100300159,0.0298376095809344,0.0315794786383022,-0.000105652403592182,0.00983470079640514,0.00931794871794872,0.00514161595090782,-0.00787377881201228,0.060227949390511,0.0111914141563737,0.00450042568269169,0.0149653302362662,0.0116607530400634,0.0151720200981285,0.0129033528048306,0.114914767755259,0.03645435053154,0.0156291870360311,0.0175566509207914,0.0196828968752988,0.036131144906282,0.0126434412148698,0.00776229433480698,-0.00603649334613802,0.00222186773620163,-0.0215436493068565,-0.0166477762843788,-0.0254218348418818,-0.0168631162350512,-0.00815916330250226,-0.00928911626635067,-0.0100839763571635,0.00153243530132911,-0.00832857249310713,0.00192255147917236,-0.00132355773637281,0.00210853259821595,-0.00200224460228429,-0.00334368964037859,0.00168069392677562,-0.0019319276389413,0.00157355927176803,-13.3977091782073,17.419254151201
"f2b1",0.014165280088741,0.0240404880754298,-0.00869479104773222,0.0120203880223378,-0.0100069504580466,0.00620413837108609,0.0121838220482864,0.0108736111894422,0.00649553432015489,-0.00979894026275677,-0.00671118530884808,-0.00635728980472834,-0.00379568592047513,-0.00344905639023286,0.00354055674134328,-0.00623924994098007,0.00240400667779633,-0.00353899949241442,0.0106105199607577,0.0467606047411218,0.0171726348196936,0.0164792594269615,0.0394030127176195,0.0540639380733246,0.0394913591427062,0.0111914141563737,0.169974230621131,0.0172215475449977,0.0251128027408351,0.0465527284934293,0.0366226316361087,0.0367756681772854,0.0628096211817779,0.317272522013999,0.0751544892766267,0.0557720057720058,0.072128303558246,0.0900426790335047,0.0652109441275665,-0.0290449078520145,-0.0390547477702257,-0.0238630127589518,-0.00215615762045531,0.00309410610519961,-0.000397450204075393,-0.00538689534114126,-0.00554897224374459,-0.0026981296016829,0.00872795223554077,0.00200971863939049,-0.00492871061142923,0.000971788239867239,0.00177195921077402,0.00685377381588712,-0.00315925654823556,0.00317530124762389,0.00622963117743941,0.00323784285683479,0.00764694564970996,-12.3707031541553,0.661391254893777
"f2c1",0.00242674169849807,-0.00644551439737757,-0.000893914612824996,-0.0014332575725774,-0.0127156897814571,0.0137235196257119,0.00236599845134647,0.00361707868200061,0.0029850323967971,0.0013132999443517,0.0259595119245702,0.0189156484764962,0.0195936960642843,0.0112853194969263,0.0310858119161814,0.00254897676789746,0.0155934553521908,0.0137853698020303,0.000426287387911493,0.000974083327024503,0.0287525469775866,0.0188870388573492,0.00895641025641026,0.015961540408899,0.0414150735220365,0.00450042568269169,0.0172215475449977,0.143937343444733,0.0239366544785264,0.0152581408739044,0.0286314670551124,0.0345122857438128,0.0165389058069936,0.03891337921521,0.257512221618685,0.0551413705757514,0.0617696589964774,0.0540142368295933,0.0772521129663987,0.00823800191422451,-0.0135363790186125,-0.00819242514014858,-0.0177969276882728,-0.0142254608918935,-0.0371651479596501,-0.0203561903123118,-0.0176128911373431,-0.017629665922246,-0.0161139216788458,0.000989230592890497,0.0164609155716734,0.00824411932735537,-0.00249356113003026,-0.00406813505507188,0.00741620102385713,0.0101750074032814,0.000485215336538169,-0.00198224257525976,0.0054742295811167,35.0576654561153,-304.223667189193
"f2d1",0.00876722627293381,-0.00928131961680698,-0.00753482601094129,0.00707033756514126,0.0116567587056626,0.0108732064887208,-0.00241762023573948,0.0287932953357391,0.0206688736100501,-0.0123539232053422,0.0270909595119246,0.0203778087763231,0.0200067905950259,-0.028278156900344,0.0109714630292405,-0.01615659120575,0.0205990016638935,0.0425449394624127,0.0176081766936147,0.0247205188381659,0.0228863230448016,0.0846004934903408,0.0613025641025641,0.0581374743045781,0.0709342213484724,0.0149653302362662,0.0251128027408351,0.0239366544785264,0.211945689778202,0.0598465573835032,0.0361805682002726,0.0566133374015147,0.0420140711960517,0.0556205298906932,0.0741263805902589,0.369993838570548,0.159261220317544,0.0670523869792608,0.146615818044389,0.00850861401030035,0.0336122924955412,0.00570849095301035,0.0277257399775197,0.0269639310718369,-0.00604435234002783,0.00693452637012819,0.000953889655407362,-0.00295964176655576,0.00279353399083585,-0.00222763765754182,0.00502496336222956,0.00228768722521672,-0.00455437107070623,0.00161352707424378,0.0100890709969837,0.0171322683133297,0.000267644361177526,-0.0016119592908487,0.00446906345099595,26.1593832223074,-96.5018550347987
"f2e1",0.0268047163918386,0.0216693108385249,0.00305397326715921,0.0117958897291203,0.00336416440969561,0.0260616280852369,0.0216209240299406,0.0211628612862973,0.0233992586933763,-0.00643294379521425,0.000330005546311703,-0.012688862372061,0.0685029567382509,0.0404630308499239,0.00222779325631906,-0.00189352559900954,0.00254298391569606,-0.00144177262149675,0.0472150895705029,0.0509450627097686,-0.00460845722335421,0.0275532106963028,0.111587179487179,0.109285287535569,0.0938534373808903,0.0116607530400634,0.0465527284934293,0.0152581408739044,0.0598465573835032,0.24817793044394,0.0841621432754438,0.0970408901443384,0.0312926598760895,0.0837719100955123,0.0579467680608365,0.131033066338057,0.39515079312551,0.182088782637229,0.214807943379372,-0.0252096531607493,4.57310101980152e-05,0.0312001504033544,0.0116148370176096,0.0150028084816145,0.00580562581903514,0.0337606469930311,0.0295194780860885,0.0191678820473087,0.0241368150305756,-0.000256651765913655,-0.0100027323083037,-0.0108770709654984,0.00168212065718449,0.00457638804070036,0.000561051132145102,-0.000934314888518509,0.00141306686466829,0.00143159553879831,0.00274180746976197,-16.8935172197269,-7.54458629704581
"f2f1",0.0287394762881355,0.0274348953294896,-0.00772376064519768,0.00831169454222713,0.00907046859829322,0.0100101634671618,0.0434053170437925,0.0313480152440053,0.022734346263758,0.0161491374513077,0.0265280088740987,0.00984577290017535,0.0317828141357553,0.0170210366025605,0.0163343588254672,-0.0111482720178372,0.0019606211869107,0.0430339617550841,0.0584791069028466,0.054129760012113,0.0100671647422836,0.0408132560332203,0.0926871794871795,0.192497949429384,0.125137916507854,0.0151720200981285,0.0366226316361087,0.0286314670551124,0.0361805682002726,0.0841621432754438,0.249976624360861,0.0962535001943869,0.0598095838146242,0.0542373262561288,0.0694984609813507,0.0843362771274047,0.174336855884278,0.455424526722516,0.262701848416134,0.00785629643133859,0.017880824987424,0.0495248621302584,0.00871112776320719,0.00448103271881081,-0.00976747020997775,-0.00381140841435086,-0.0230125879367026,-0.00559170046944077,-0.0271177202037236,-0.000229242354019964,0.00630666434834447,0.00614272585012047,-0.00145255517699133,-1.9223039773348e-05,-0.00294463759195562,-0.00229789081724806,0.00144649931931427,0.00979722791612623,0.00398100731473062,-50.9912455281106,-57.3790505887519
"f2g1",-0.0163487211237085,-0.0214537233072233,0.00953414923016186,0.000641667616174821,0.00766518473095202,0.0292810056722367,0.0375634517766497,0.042401605342147,0.014514896867838,-0.0183528102392877,0.00765668330560177,0.00603351204181442,0.0361514302690773,0.0284106931363149,0.0143606121685529,-0.00643126446054128,0.0122684414864115,0.039492765842636,0.0687451102329034,0.0619930855224973,0.0202022488868765,0.0273626351581777,0.0763461538461538,0.117036950776179,0.159531785993701,0.0129033528048306,0.0367756681772854,0.0345122857438128,0.0566133374015147,0.0970408901443384,0.0962535001943869,0.230902102823285,0.0421645839896391,0.0784115274466586,0.070707948578671,0.114489628260423,0.212404674182423,0.26314027228104,0.523940081082938,-0.00224180757485985,-0.00567064526455389,0.0135647873843489,0.0262270513300862,0.0402540672831952,0.018041629841831,0.00548051277639164,-0.00909601921406306,0.0166526138279933,0.00870424310559218,0.000697694120930325,-0.00259569288854666,-0.00356442037805211,0.00128549993197528,0.00446110372987027,0.00395771038906537,0.000412011402796661,0.00516761403779561,0.00238746640671778,0.00200851747895361,-12.2069510141807,-54.7756749576672
"f2a2",0.10989481409002,0.100247676125245,0.0534396609068267,0.144164045626627,-0.0155771948624765,-0.0165197121718861,0.00894625092444593,0.0169128267250617,-0.015016501650165,0.0280150416330916,0.0682053643375158,-0.0412111406448631,-0.00499354283254412,0.0174825174825175,-0.0206672059786587,0.019550059709542,-0.0505276083035954,0.0745959725892836,0.216637983326045,0.169525983521775,0.0735849056603774,0.100165668408309,0.111388738004708,0.13111144526551,0.0605397674978406,0.114914767755259,0.0628096211817779,0.0165389058069936,0.0420140711960517,0.0312926598760895,0.0598095838146242,0.0421645839896391,0.716881934964472,0.454001206627168,0.312969089564834,0.280670430959448,0.283130949256865,0.356991996442864,0.263838033367784,0.101694915254237,0.0556337277475749,0.0794336069360054,-0.00174769055177087,0.0382205513784461,0.0266834221229306,-0.012875842636516,-0.0270945725896663,0.0274917386206161,0.0167155176075783,0.00436016892580335,-0.00172509503833154,0.00447962560870207,0.00372929593510965,0.0111916976276914,-0.01256724502805,-0.0150857677760582,0.00847108845112279,0.00649898805100494,0.00349421572704545,-65.9405468557975,-15.2819527394546
"f2b2",0.139926449974439,0.139683207176899,0.0731419088806195,0.146015037593985,-0.0808567166180563,-0.0695627293230552,-0.0470928939308386,-0.0277372691005397,-0.0791396207203767,-0.0462697274031564,0.0954498037852069,0.0230890726962883,-0.0424899855252971,-0.0169109974080183,0.0130845006026851,0.0281655158710447,-0.049525607272366,0.120331724161051,0.146456716802816,0.323049168297456,0.153409783138402,0.132318474526134,0.204173073040426,0.220210275891178,0.213605782723129,0.03645435053154,0.317272522013999,0.03891337921521,0.0556205298906932,0.0837719100955123,0.0542373262561288,0.0784115274466586,0.454001206627168,1.34242724123971,0.447269461077844,0.409574300230364,0.474146196597514,0.526661459812553,0.454495250717915,0.0609346076838805,0.0194204072896282,0.0182976973684211,0.0181323385518591,0.0687949879020942,0.0794367061893251,0.0602525684931507,0.0244006037575565,0.0601356907894737,0.115085595527947,0.00654399036652367,0.0190524572890796,-0.0269210506510123,0.00412777245993681,0.0222250998015267,0.0111965967039138,0.00182615363308832,0.0296939896391031,0.00689959647216492,0.0212317272631174,-41.0958168067064,-153.559704044192
"f2c2",0.110607470318327,0.110651207545069,0.0839631069367651,0.145769438931986,-0.0844178316472302,-0.0611298311960114,-0.0452555286201949,-0.0500230297447335,-0.0653907496012759,0.0403495797250121,0.132790419161677,0.0444969939879759,0.0499975660414098,0.069089234200383,-0.0240159032925288,0.0833997311892862,-0.0390658682634731,0.0928242026221117,0.0987476829214893,0.10788055514543,0.163294872077717,0.145648813579189,0.104575901256868,0.108792796798577,0.18752335113514,0.0156291870360311,0.0751544892766267,0.257512221618685,0.0741263805902589,0.0579467680608365,0.0694984609813507,0.070707948578671,0.312969089564834,0.447269461077844,1.14588448307079,0.520981543302252,0.501034538937765,0.396964089912281,0.445551838957532,0.18330827726125,0.122359006037608,0.110331590442782,0.0175476155322604,0.0878259085880896,-0.0500666963094709,-0.0221615236970323,-0.0191058071983766,-0.023521668468389,-0.00268492267569211,-0.0053580516175936,0.0808433296982915,0.0193820428934933,-0.00209287666346751,-0.00283811372685118,0.0118131749632261,0.0219936074094809,0.0100652071981287,-0.00588907600084143,0.0147870465269489,-56.2800666461265,-860.393863041651
"f2d2",0.0636712576202303,0.0534695567095657,0.0555627751956947,0.0943077821769326,-0.0467074805068226,-0.0554832175925926,-0.0959247697588097,0.0107364766081871,-0.0228617474387015,0.0346887979248197,0.0774892752314292,0.106705802664258,0.0260442147749511,-0.0899049045988258,0.0445241962902799,-0.01849571228892,-0.000857981485662678,0.126440181734058,0.156147674330059,0.153570930394755,0.161375385641624,0.387676268405641,0.31972520419247,0.315324302565718,0.303413567042568,0.0175566509207914,0.0557720057720058,0.0551413705757514,0.369993838570548,0.131033066338057,0.0843362771274047,0.114489628260423,0.280670430959448,0.409574300230364,0.520981543302252,1.46349010748271,0.863583589792526,0.574342688439082,0.69698013932118,0.163972246553234,0.212010043241735,0.126476555768643,0.115614827260317,0.110399230199442,0.0526199726976793,0.0628478420665757,0.0271991582037064,0.0048048861836071,0.0249181394640471,-0.00376211090496805,0.046691403834261,0.0161306947021233,0.00278770430276255,0.000949087085445155,0.0199527706328927,0.0221394623210584,0.00336548188328566,-0.0121788858910514,0.0117218354298611,-7.16785730917475,-412.056557416488
"f2e2",0.142037710131758,0.118675764262997,0.0857388048057419,0.175561064718163,-0.0575219058724984,-0.0688094866593852,-0.0143905476823644,-0.0601456832907671,-0.0174279895257492,0.0700104239897215,0.0544273706756669,0.0699209840338873,0.0853078999221764,0.00121621398769769,0.0235500162919518,0.0514988595633757,-0.0516202051015772,0.0988659040329799,0.256973469690233,0.257841902448533,0.102077623354219,0.270058249827036,0.434033298679061,0.457857304131858,0.42501543657613,0.0196828968752988,0.072128303558246,0.0617696589964774,0.159261220317544,0.39515079312551,0.174336855884278,0.212404674182423,0.283130949256865,0.474146196597514,0.501034538937765,0.863583589792526,1.67372279950875,0.92931583592341,1.00303555606919,0.100748480806284,0.141105513322238,0.165929814865985,0.0848065014319344,0.070193645338154,0.0769323398810868,0.0756076349841812,0.0453612158814471,0.0286998797637096,0.0733516340452757,-0.00695408238594419,0.004510556621881,0.00135464343717703,0.00676448103226363,0.0071703212878763,0.0241556871278638,-0.015821088347972,-0.000852236141647162,0.00789583696225614,0.00780420377398678,-149.551911069941,-240.049381313358
"f2f2",0.166545326185276,0.175020774961208,0.0487479742798892,0.238480276599088,-0.0545096077010971,0.00807537512739825,0.0586957016406126,0.088683859493108,0.0083540302551366,0.10677787301378,0.0774593509387341,0.0956260150597962,0.0655001128923007,0.0871601084367042,0.0524767459028496,0.0314065510597303,-0.105599311668542,0.115476748424725,0.282485646192179,0.286932648332008,0.120680516197427,0.203404289892753,0.381951222889106,0.692124056175867,0.515076902320561,0.036131144906282,0.0900426790335047,0.0540142368295933,0.0670523869792608,0.182088782637229,0.455424526722516,0.26314027228104,0.356991996442864,0.526661459812553,0.396964089912281,0.574342688439082,0.92931583592341,1.97532327514046,1.24116346256732,0.0998752023745278,0.144116062232711,0.192690600939159,0.0418045030727572,0.0478956776080598,0.056958992263983,-0.00563359224752469,-0.0462402502437439,0.0395166935094765,0.0462978008883111,-0.000262123197903014,0.0473636455287831,0.0204052827906039,0.00443864856229594,0.00907413354330098,-0.0104068051098346,-0.0195861146412225,0.00376749971802286,0.0144110714329008,-0.00727231802539901,-231.502580451809,47.495845046579
"f2g2",0.112877248438323,0.0529803567396704,0.0825756883528265,0.188561085387829,-0.0565187926413255,-0.0128913864522417,0.0223004420328835,0.0517178362573099,-0.02719673331022,-0.00847540221612463,0.0827538195228419,0.0644667749612784,0.0825301436881236,0.0950495352250489,0.0891201692418118,0.0146047132530852,-0.0169564235719124,0.127935398391813,0.337590773469571,0.332174734852462,0.153947551959827,0.214326412629589,0.372614759068374,0.528687171054943,0.638778871008088,0.0126434412148698,0.0652109441275665,0.0772521129663987,0.146615818044389,0.214807943379372,0.262701848416134,0.523940081082938,0.263838033367784,0.454495250717915,0.445551838957532,0.69698013932118,1.00303555606919,1.24116346256732,2.02518724661582,0.111818376911521,0.0815324302565718,0.097018412609848,0.0657075851447373,0.150535729175352,0.0826886185888652,0.0645384857712906,0.0442237138330693,0.113125958990096,0.0980572000333528,0.00162768723575946,0.0503996799801367,-0.00762461118276307,0.00487590161235215,0.0183805528539805,0.0129670816202811,-0.00527670391314188,0.00700907569060855,-0.000456692567756251,-0.013626225545135,-152.631950883357,-323.789127765744
"f5a",0.0378035784396208,0.0399349374614392,0.0614241151005857,0.0184162062615101,-0.120353806400318,-0.119093406593407,-0.132098988672617,-0.117260103653237,-0.0716649629440327,0.0503455392601395,0.0273992307451765,0.00292345910001707,0.0195182724252492,-0.021969696969697,-0.0843001650227379,0.0790282105901911,-0.10151662028206,-0.0455648755080498,0.0742136916923254,0.0826640707390282,0.0385179538708522,0.0582256625708613,0.0613929609261257,0.0635382083946253,0.0565451353917873,0.00776229433480698,-0.0290449078520145,0.00823800191422451,0.00850861401030035,-0.0252096531607493,0.00785629643133859,-0.00224180757485985,0.101694915254237,0.0609346076838805,0.18330827726125,0.163972246553234,0.100748480806284,0.0998752023745278,0.111818376911521,0.885032587393464,0.578389111104716,0.512977143021021,-0.0477059846154741,0.0219619579292682,-0.101922347656136,-0.0155415108930118,-0.0315098846076372,0.0369212201009436,-0.0168196598659031,0.00366419719211597,0.0697312159875612,0.04314434993369,-0.00107192805483303,-0.00767621147566488,0.00805079851460946,0.00807341006024227,0.000888627267417533,0.0162125445733249,-0.00369930358105461,-130.601672906427,-209.475862822668
"f5b",0.0983395353200538,0.0826730041589793,0.0713902376693074,0.0621428037484795,-0.101870620258296,-0.166317220330724,-0.161154319787413,-0.136051693404635,-0.108555985150134,0.0407234546439414,0.0488388878428419,-0.0716374547230733,0.0639647091259995,0.0153335037055967,-0.0612630607510603,0.024901516737397,-0.0771668863365342,-0.0138655462184874,0.0697105667394292,0.0316789832026094,0.0146252708920025,0.057733619763695,0.103264309077252,0.147449024240833,0.0806480486931615,-0.00603649334613802,-0.0390547477702257,-0.0135363790186125,0.0336122924955412,4.57310101980152e-05,0.017880824987424,-0.00567064526455389,0.0556337277475749,0.0194204072896282,0.122359006037608,0.212010043241735,0.141105513322238,0.144116062232711,0.0815324302565718,0.578389111104716,1.21333516257374,0.501286293919599,-0.11786704005134,-0.0249327235138538,-0.0646733403582719,0.0518071234794784,0.0188807271635309,0.0471686127761801,-0.00294226349283347,-0.000794401904270269,0.10912271645301,0.0615647136424905,-0.00735387065004847,0.0116923969434081,-0.0113418458423942,-0.00258417829547716,-0.00151463516895697,-0.00280424087793855,-0.00505525758389819,-221.61633745685,-32.8317968939037
"f5c",0.0798542948130698,0.0666797539589059,0.0648109243697479,0.0198820550319575,-0.0997428844390585,-0.0959781497572195,-0.0664950983557858,-0.0497300829099029,-0.045438282647585,0.0432373062197954,0.0935551455642766,-0.0207202139023912,0.0430456171735241,0.0133403361344538,-0.0707078341710442,0.0680676093373703,-0.108499327683792,-0.0612911615632989,0.100802854594112,0.0661961547821854,0.0422340413245094,0.121587867975022,0.132950787784478,0.14845253530708,0.110540703864637,0.00222186773620163,-0.0238630127589518,-0.00819242514014858,0.00570849095301035,0.0312001504033544,0.0495248621302584,0.0135647873843489,0.0794336069360054,0.0182976973684211,0.110331590442782,0.126476555768643,0.165929814865985,0.192690600939159,0.097018412609848,0.512977143021021,0.501286293919599,1.13447427191103,-0.0810100528516027,-0.0430203447382809,-0.0817945800880955,-0.0318795750940456,-0.0408736439239159,-0.00115207373271889,-0.0781416362119076,-0.000720263410618741,0.0301424520967668,0.0175321260346641,0.00502542485506245,-0.00587698454333792,-0.0125875803722429,-0.012294016378196,-0.00654978284086731,0.0205592240066145,-0.0115093816339498,-112.142537104983,398.567741877993
"d1h",-0.00536912751677852,-0.0181038858496419,-0.00714101350770025,0.0293765316112398,0.0290876961990229,0.061152304724946,0.0858463872115749,0.0637118717702474,0.020045466317516,-0.0426619132501485,-0.0433749257278669,0.0544642450207374,0.035844218842036,0.0188052142384392,0.0797065653726699,-0.0506471901918782,0.0827590096441261,0.107639365253578,0.0544817891373802,0.0672511009589661,0.00338717948717949,0.0869597444089457,0.143100626859273,0.14736287954251,0.102732268370607,-0.0215436493068565,-0.00215615762045531,-0.0177969276882728,0.0277257399775197,0.0116148370176096,0.00871112776320719,0.0262270513300862,-0.00174769055177087,0.0181323385518591,0.0175476155322604,0.115614827260317,0.0848065014319344,0.0418045030727572,0.0657075851447373,-0.0477059846154741,-0.11786704005134,-0.0810100528516027,0.964406144623455,0.54037092544024,0.563628205128205,0.292395204340597,0.259667024704619,0.260577825678823,0.330985874825312,-0.00361526820245502,-0.026511342049391,-0.0188898708845072,0.00986863357188748,0.000992604677603711,-0.0124818724916216,0.00326312711772578,0.000922182133065135,0.00795277217622978,0.00342626578886088,2.80268789775109,186.329884834829
"d1i",-0.0089446736757472,-0.00644608349478786,0.0106177003310224,0.020216517427306,0.0505556317739059,0.0743128915717748,0.127551020408163,0.107913872619755,0.0424205824711727,-0.0634050968331065,-0.0254309451381769,0.0012689639614235,0.0816727260255179,0.0904585023472039,0.0478342495475139,-0.00838080198522362,0.0438802686752168,0.0714936479642362,0.0660460948021832,0.0621015943867802,0.0532766484828168,0.0670511275606817,0.103675743407325,0.125579552715655,0.11615596488208,-0.0166477762843788,0.00309410610519961,-0.0142254608918935,0.0269639310718369,0.0150028084816145,0.00448103271881081,0.0402540672831952,0.0382205513784461,0.0687949879020942,0.0878259085880896,0.110399230199442,0.070193645338154,0.0478956776080598,0.150535729175352,0.0219619579292682,-0.0249327235138538,-0.0430203447382809,0.54037092544024,0.720473329454954,0.468603981635762,0.218749639074645,0.196586180088718,0.212905446098253,0.225316687245621,-0.00208191384661973,-0.0091464795109803,-0.0351319397278193,0.000745775290846296,0.00612491608400619,-0.00916117340636161,-0.00576630954696251,0.00905231185568338,0.00415590824798938,-0.00239702634575346,-33.3151826904583,159.12506776979
"d1j",0.0407787827686647,0.0607451695141408,0.0275342734716977,0.0600039190231835,0.0367519230657418,0.0146304701846783,0.0302394333216251,0.0598009693423958,0.0176282696900809,0.0202132993026754,-0.0140585165880275,0.0391960257053006,-0.00918715015818934,-0.0150058325537346,0.0886439770293059,-0.0563606118809164,0.0634920634920635,0.097960939516476,0.0766538461538462,0.0561771946756953,0.0209902457093468,0.0810230769230769,0.101210051769445,0.131221813173442,0.083825641025641,-0.0254218348418818,-0.000397450204075393,-0.0371651479596501,-0.00604435234002783,0.00580562581903514,-0.00976747020997775,0.018041629841831,0.0266834221229306,0.0794367061893251,-0.0500666963094709,0.0526199726976793,0.0769323398810868,0.056958992263983,0.0826886185888652,-0.101922347656136,-0.0646733403582719,-0.0817945800880955,0.563628205128205,0.468603981635762,1.1030892227674,0.381588806931273,0.368749203258816,0.357114616462489,0.440742736617645,-0.00303130990415335,-0.0460150521526005,-0.0377628649025992,0.00602216823682968,0.00951868346646973,-0.0213895191363075,0.0140776747064665,0.0105226426464261,0.0021334085021972,0.00427799026040654,5.78090005260838,312.650698687103
"g2a",0.0709371775227493,0.0780262046968323,0.0770435446906035,0.0709565594193479,-0.0855438218528991,-0.0355066445182724,-0.043695026025858,0.0106507824741025,-0.0023575261947355,0.0827559153957196,-0.0618935542584573,0.00924129125237827,-0.0183956245471624,-0.0147840531561462,0.031946386505927,-0.0460168264824308,0.059986240970637,0.0360629531657373,0.104778708757779,0.106549179898948,0.0812589090150541,0.0893682856447519,0.133587381301834,0.116817159037391,0.0798769252164239,-0.0168631162350512,-0.00538689534114126,-0.0203561903123118,0.00693452637012819,0.0337606469930311,-0.00381140841435086,0.00548051277639164,-0.012875842636516,0.0602525684931507,-0.0221615236970323,0.0628478420665757,0.0756076349841812,-0.00563359224752469,0.0645384857712906,-0.0155415108930118,0.0518071234794784,-0.0318795750940456,0.292395204340597,0.218749639074645,0.381588806931273,0.865834982362557,0.666196334853308,0.607261240659252,0.706431469597997,-0.0100428764639866,0.00920836810451498,-0.0365744870651204,0.000713646813635519,0.00666282414833143,-0.00218454348595103,0.000210654047915901,-0.00235500609566286,0.0104394536827824,-0.00779835347869634,-14.1194651325524,10.9477162029795
"g2b",0.0642155401545073,0.0911270089673846,0.0452045789270747,0.131989111805626,-0.0379551820728291,-0.00887142304349757,0.0158629400939979,0.0482785986924153,0.0351653440412076,0.0576121300502926,-0.0686334997289061,0.0358061884139836,0.0282149223325694,0.0445283904567974,0.0805966415460146,-0.0319305843218477,0.0823335072161363,0.0502909942934885,0.104981502193926,0.0955499347446958,0.0558775287042099,0.114213197969543,0.165343993044949,0.101630805123408,0.0530844016174826,-0.00815916330250226,-0.00554897224374459,-0.0176128911373431,0.000953889655407362,0.0295194780860885,-0.0230125879367026,-0.00909601921406306,-0.0270945725896663,0.0244006037575565,-0.0191058071983766,0.0271991582037064,0.0453612158814471,-0.0462402502437439,0.0442237138330693,-0.0315098846076372,0.0188807271635309,-0.0408736439239159,0.259667024704619,0.196586180088718,0.368749203258816,0.666196334853308,0.920333180029639,0.62568596515297,0.794178136821476,-0.00448646369809945,0.00277733467025204,-0.0255002050954833,0.0046288053071498,0.0142942092670761,-0.00241103612218311,0.0143856531452177,0.0172408831785809,0.0223141139748236,0.00872144454937282,-8.32260212554169,67.9292584075927
