"id","c1a","c1b","c1c","c1d","c1e","c1f","c1g","c1h","c1i","c1j","c1k","c1l","c1m","c1n","c1o","c1p","c1q","c1r","d1a","d1b","d1c","d1d","d1e","d1f","d1g","e1a","e1b","e1c","e1d","e1e","e1f","e1g","e1h","e1i","e1j","f1a","f1b","f1c","f1d","f1e","f1f","f1g","f2a1","f2b1","f2c1","f2d1","f2e1","f2f1","f2g1","f5a","f5b","f5c","f5d","h1a","h1b","h1c","h1d","h1e","h1f","h1g","h1h","h1i","h1j","h1k","h1l","h1m","h1n","h1o","h1p","education","near_03f","city","numBehaviors","cityRate"
551,4,3,4,3,2,2,2,3,2,4,2,1,3,3,2,3,2,3,2,4,4,3,2,2,3,2,1,4,2,1,1,3,4,3,3,4,3,4,5,3,4,4,1,1,1,1,0,0,0,2,3,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,6,1331.76397283,"Alpine",1,2.60625
552,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1288.97400944,"Alpine",4,2.60625
554,5,5,5,5,1,2,3,2,2,4,4,2,3,4,3,4,2,3,4,4,2,4,2,2,4,2,4,4,2,3,4,2,5,5,4,4,4,5,4,4,4,4,1,1,1,1,1,0,1,5,1,4,2,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,2,1288.97400944,"Alpine",3,2.60625
563,4,4,4,4,2,2,2,2,2,2,4,2,2,4,2,4,2,4,4,4,2,4,2,2,4,2,2,4,2,4,4,2,5,4,3,4,4,4,4,4,2,2,1,1,1,1,0,0,0,2,2,2,3,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,3,0,"El Cajon",1,2.34883720930233
571,4,4,4,4,4,2,4,2,2,2,2,2,2,3,3,4,3,4,4,4,3,4,3,3,4,2,4,4,3,4,4,2,4,4,1,4,4,4,4,4,4,4,0,0,1,0,0,0,0,4,3,1,3,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,6,0,"El Cajon",0,2.34883720930233
588,4,4,4,4,2,2,2,3,2,3,3,2,3,3,2,4,2,2,4,5,2,2,2,1,4,4,2,3,2,4,4,2,4,2,4,2,3,4,4,3,4,4,1,0,1,1,0,0,0,5,4,4,2.69703841721777,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,4,66.5595702386,"Alpine",1,2.60625
589,3,3,4,3,2,2,2,3,2,2,2,2,2,2,2,4,2,2,2,4,4,4,4,2,3,2,2,4,2,4,4,4,3,4,2,2,2,4,4,3,3,4,1,1,1,1,1,0,1,5,5,4,3,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,4,277.190395703,"Alpine",3,2.60625
591,4,3,3,4,3,3,4,4,3,4,4,3,3,4,2,4,2,4,4,4,4,4,2,2,4,2,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,1,0,1,1,1,1,1,4,4,4,4,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,2,176.837693596,"Alpine",4,2.60625
594,4,4,4,3,1,1,1,4,2,4,4,2,2,2,1,4,4,4,4,4,2,2,2,2,4,2,1,3,2,3,4,2,3,2,3,4,4,4,4,3,3,4,1,1,1,1,1,1,1,4.44422436319354,2.54143704417486,3.12663437385256,4.64810445288609,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,3,22.4586134114,"Alpine",4,2.60625
597,4,4,4,4,2,2,2,2,2,2,5,3,2,2,3,4,4,4,4,4,2,2,2,2,4,2,4,4,2,4,4,3,4,4,4,4,4,4,4,4,2,4,1,1,1,1,1,0,1,4.25187349164555,3.00815703374537,3.64289202547153,3.16949103424856,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,5,456.462014788,"Alpine",3,2.60625
598,4,2,4,3,4,2,4,4,2,1,4,2,4,5,5,2,4,2,4,4,2,5,1,1,4,5,1,1,1,5,5,1,5,2,5,4,4,5,4,4,4,5,1,0,1,0,0,0,1,5,2,4,4,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,3,820.621962269,"Alpine",1,2.60625
600,4,4,4,2,2,2,2,2,2,4,5,4,2,3,1,4,2,4,4,4,2,4,2,2,4,2,4,4,2,2,3,3,4,4,4,5,5,5,5,5,3,3,1,0,1,1,0,0,0,5,2,4,4,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,3,522.966336846,"Alpine",1,2.60625
603,4,4,4,4,2,2,2,2,2,2,3,2,3,4,2,3,2,3,4,4,3,4,3,3,4,2,4,4,2,3,4,2,4,4,3,2,4,4,4,3,2,3,1,1,1,1,0,0,0,3,2,2,5,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,4,0,"Alpine",1,2.60625
604,5,5,5,4,1,2,2,2,1,2,4,1,4,3,1,5,1,2,1,4,5,1,5,2,1,5,1,1,3,5,5,1,5,2,3,4,4,5,4,3,2,2,1,1,1,1,0,0,1,5,5,4,2,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,3,269.532237466,"Alpine",2,2.60625
611,5,5,5,4,1,1,3,3,2,4,4,3,3,2,2,4,2,3,2,4,4,4,4,2,2,2,2,3,2,4,4,2,4,4,3,4,4,4,3,3,3,4,1,1,1,0,0,0,1,4,3,3,2,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1034.61268532,"Alpine",1,2.60625
619,4,4,4,4,1,1,1,1,1,5,5,3,2,1,1,5,1,5,5,5,1,4,1,1,5,2,5,5,1,2,5,1,5,2,3,5,5,5,5,5,3,3,1,1,1,1,1,1,1,5,2,5,4,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,3,906.859579325,"Alpine",4,2.60625
621,3,3,3,3,3,3,3,3,3,2,4,1,3,3,1,5,1,4,3,5,4,1,3,2,3,1,3,4,3,4,4,2,4,3,3,4,4,4,3,3,3,3,1,1,1,1,1,1,1,4,3,2,2,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,4,49.0061540797,"Alpine",4,2.60625
624,4,3,3,3,3,3,3,3,2,4,4,1,3,3,3,3,3,2,4,2,1,1,2,2,4,2,2,4,2,4,4,2,4,4,4,4,4,4,4,4,3,4,1,1,1,0,0,1,0,4,3,3,5,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,2,434.999202114,"Alpine",1,2.60625
625,4,4,4,4,1,2,1,2,1,3,5,1,2,2,2,4,2,4,4,4,3,4,2,2,4,1,3,4,4,3,4,1,5,4,3,4,3,4,4,4,4,4,1,1,1,1,0,1,1,5,4,5,3,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,3,945.636863056,"Alpine",3,2.60625
635,5,5,5,5,1,3,3,3,1,4,5,3,3,2,1,5,2,4,4,4,2,4,2,2,4,3,3,4,3,5,5,1,5,2,5,4,4,5,4,4,5,4,1,0,1,1,1,0,1,4,4,4,3,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,2,1770.0202059,"Alpine",3,2.60625
637,4,4,4,3.42478146383649,2,3,4,3,3,4,4,2,3,4,3,2,2,2,4,4,2,4,2,2,4,2,2,4,2,4,4,2,4,4,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4,4,4,2,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,3,2019.43424862,"Alpine",4,2.60625
646,2,2,4,2,3,4,2,4,2,4,5,3,4,4,2,5,2,4,4,5,2,1,1,1,4,2,4,5,1,2,5,2,5,5,3,5,4,5,5,4,4,5,1,1,1,1,1,1,1,3,2,4,2,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,4,802.999002901,"Alpine",4,2.60625
649,5,5,5,4.77332537026289,1,1,2,3,2.22457871530489,4,4,2,3,2,3,4,3,4,4,5,2,4,2,2,4,4,3,3,3,4,4,2,4,4,4,4,4,4,4,4,4,4,1,1,0,0,1,0,0,4,3,3,3,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,2,1288.97400944,"Alpine",1,2.60625
659,5,2,5,2,1,1,3,1.73786584242144,2,4,5,3,1,1,2,4,2,2,4,3,3,4,2,2,4,4.67224273031064,1,1,1,5,3,3,4.44943578797408,3,3,4,4,4,4,3,4,3,1,1,1,1,1,0,0,3,3,3,4,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,4,26.0402856354,"El Cajon",2,2.34883720930233
663,5,5,5,5,3,2,2,2,2,3,3.0299855942301,2,4,4,2,3,3,3,2,2,3,2,4,4,2,5,3,2,2,4,4,4,4,2,4,4,4,4,4,3,3,4,1,1,0,0,0,0,0,5,2,4,5,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,6,0,"El Cajon",0,2.34883720930233
672,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,2,4,5,3,4,2,4,4,2,4,4,4,5,5,5,5,3,5,5,1,0,1,1,1,1,1,2,1,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,199.086548743,"El Cajon",4,2.34883720930233
674,3,3,4,2,3,3,3,3,2,4,4,3,3,3,2,4,2,2,2,2,3,4,4,4,3,2,4,3,2,3,4,2,4,3,4,4,4,4,4,3.38115474137003,3,4,1,1,1,0,0,0,1,3,1,3,5,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,6,14.3584572795,"El Cajon",1,2.34883720930233
676,5,5,5,5,1,1,1,1,1,4,2,2,2,3,1,5,1,1,5,5,1,5,2,2,5,5,3,1,2,5,1,5,4,2,3,5,5,4,4,4,5,5,1,1,1,1,1,0,1,5,5,3,2,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,6,0,"Alpine",3,2.60625
681,4,4,4,4,2,2,4,1,1,4,4,2,3,2,2,4,2,4,4,4,2,2,2,2,4,2,3,4,2,4,4,2,4,4,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,3.78752973041046,2.81923061795428,3.68571691973729,3.24074588098202,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,3,176.875042199,"Alpine",4,2.60625
682,5,5,5,5,2,2,2,2,2,5,5,2,2,3,1,5,2,3,2,4,5,4,3,1,2,2,3,4,3,4,4,3,4,3,5,4,4,5,4,3,3,2,1,1,0,1,1,0,0,4,3,4,2,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,6,451.198384273,"Alpine",2,2.60625
689,4,4,4,3,2,2,2,2,2,5,5,3,1,1,1,5,1,1,4,4,2,3,2,2,4,5,1,3,2,5,1,5,3,2,3,2,2,2,2,2,2,2,1,1,1,1,0,1,0,5,5,3,3,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,3,17.5090943767,"Alpine",2,2.60625
690,5,5,5,5,1,1,1,1,1,5,5,2,2,1,1,5,1,5,1,4,5,5,5,4,1,1,5,5,1,1,5,1,5,5,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,4,4,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,3,176.126700052,"Alpine",4,2.60625
693,5,5,5,4,1,2,2,1,1,4,4,2,2,2,3,4,2,4,4,4,2,4,2,2,4,2,4,4,2,2,4,2,5,4,4,4,4,4,4,4,3,4,1,0,1,0,0,0,0,4,2,3,3,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,793.535372391,"Alpine",0,2.60625
696,3,3,2,2.97491611597851,4,4,4,3,2,4,5,2,3.03312888889873,3,2,4,2,2,4,4,2,4,2,2,4,2,2,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,2,690.111018764,"Alpine",4,2.60625
698,5,5,5,5,1,2,2,2,2,3,4,2,3,3,1,5,1,4,4,4,2,4,2,2,4,2,4,4,2,3,4,2,4,3,3,5,4,4,3,3,4,4,1,0,1,1,1,1,1,4,2,3,4,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,5,97.3412616391,"Alpine",4,2.60625
699,2,2,2.98707652377309,1,4,5,4,4,4,5,5,3,3,3,2,5,1,2,5,5,1,5,2,1,4,1,2,4,2,5,4,2,5,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,3,4,5,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,4,116.452144549,"Alpine",4,2.60625
705,4,4,3,4,4,4,4,4,2,4,3,3,4,4,2,4,3,4,4,4,3,4,2,2,4,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,0,0,1,0,0,0,4,3,4,4,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,4,1657.90685534,"Alpine",1,2.60625
706,4,5,5,5,1,2,2,3,1,4,2,2,2,2,2,2,3,2,4,4,3,2,2,2,4,3,4,3,2,3,3,4,4,3,4,4,4,4,3,4,4,4,1,1,1,0,1,1,1,3,2,3,4,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,5,1785.21493902,"Alpine",3,2.60625
711,4,3.93067594732246,4,4,2,2,2,2,1,4,3,2,3,4,3,3,3,3,2,4,1,3,3,1,2,4,2,3,3,5,5,3,3,3,3,3,4,5,4,3,2,2,1,0,1,1,0,0,0,5,4,5,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,2,1288.97400944,"Alpine",1,2.60625
712,5,5,5,5,5,5,4,2,2,4,4,4,3,3,4,3,3,4,4,4,2,4,3,2,4,2,4,4,1,2,4,2,4,4,4,5,5,4,5,5,5,5,1,1,1,1,1,1,1,4,2,4,3,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,3,105.739359993,"El Cajon",4,2.34883720930233
713,2,2,4,5,4,3,4,4,3,5,5,3,1,2,5,3,3,5,5,5,1,5,1,1,5,1,5,5,1,3,5,1,5,5,1,5,5,5,5,5,5,5,1,1,1,1,1,1,1,3,3,2,5,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,2,413.899018602,"El Cajon",4,2.34883720930233
714,5,5,5,5,1,3,2,2,1,4,4,2,3,2,2,4,2,4,4,4,2,4,3,3,4,3.00745868912311,3.10670388515745,3.75576852440576,2.37767090303595,3.52747712270477,4.38751269351974,1.84284400504217,4.64246408108418,3.68543808645952,3.96735696480131,4.22405375607825,3.98149455975698,4.15192786229444,4.52022954713871,3.63090584929059,3.69580156820905,3.30767346828745,1,1,1,1,0,0,0,4,4,4,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,4,100.849249408,"El Cajon",1,2.34883720930233
718,4,4,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,2,2,4,4,2,2,4,2,4,2,4,4,4,2,2,2,2,2,2,2,1,1,1,0,0,0,0,1,2,5,4,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,5,0,"El Cajon",0,2.34883720930233
719,5,5,5,5,1,1,1,1,1,3,4,1,3,5,2,4,2,2,4,4,2,4,2,2,4,3,2,2,2,4,4,2,4,2,3,2,4,4,4,3,4,4,1,1,1,1,1,1,1,4,3,3,4,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,3,101.006123092,"El Cajon",4,2.34883720930233
729,5,5,5,5,1,1,4,1,1,1,5,1,3,4,1,4,1,4,4,3,2,3,3,3,4,2,3,3,3,4,4,2,4,3,4,5,4,5,5,3,4,4,1,1,0,1,1,1,1,3,3,3,2,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,3,3999.94255627,"Alpine",4,2.60625
732,4,4,5,4,2,2,2,2,1,2,4,2,3,4,1,4,1,3,4,4,2,4,2,2,4,3,4,4,3,4,4,3,4,4,3,5,4,4,3,4,3,4,1,1,0,0,1,0,1,5,5,4,3,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,3,3491.15836669,"Alpine",2,2.60625
734,3,4,4,2,3,3,3,3,2,4,4,3,3,3,2,4,4,3,4,5,2,4,3,2,4,4,3,2,2,4,4,2,5,5,5,4,4,5,4,4,4,4,1,1,1,1,1,0,0,4,4,2,3,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,6,1726.73184414,"Alpine",2,2.60625
736,5,5,5,5,1,1,1,1,1,5,5,3,3,2,2,4,2,2,4,4,2,5,3,3,4,4,4,3,2,2,5,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4,3,5,4,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,4,1394.28716568,"Alpine",4,2.60625
740,4,4,2,4,3,3,4,4,3,1,4,1,5,5,3,4,2,4,4,4,4,4,1,1,4,1,4,4,3,4,4,1,4,4,4,5,4,4,5,5,5,5,1,1,1,1,1,1,1,5,5,5,2,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,5,7330.4756261,"Alpine",4,2.60625
743,5,5,5,5,1,2,3,4,2,1,5,2,4,4,1,5,2,4,5,5,1,4,1,1,5,1,5,5,2,4,4,2,5,4,4,4,5,4,4,4,4,4,1,1,1,1,1,0,1,5,4,4,4,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,2,4159.26611639,"Alpine",3,2.60625
745,4,4,4,4,2,3,3,2,2,4,4,2,3,3,3,3,3,3,4,4,2,4,2,2,4,2,4,4,2,2,4,2,4,4,4,4,4,4,4,4,3,4,1,1,1,1,1,0,1,4,3,3,3,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,4,1669.94570243,"Alpine",3,2.60625
750,4,4,4,2,2,2,2,2,1,4,4,2,2,2,2,4,2,2,4,4,3,3,2,2,3,1,5,4,1,2,5,1,5,5,4,4,4,4,4,4,4,4,1,1,1,0,1,1,1,5,4,4,3,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,4,3686.51845749,"Alpine",3,2.60625
752,3,3,4,1,4,3,5,3,2,4,4,1,4,3,1,5,1,3,5,5,1,4,1,1,5,1,5,2,1,2,3,5,5,5,5,4,5,4,3,3,4,4,1,0,1,1,1,1,1,4,5,5,3,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,4,7530.74687352,"Alpine",4,2.60625
753,3,3,4,3,2,3,2,3,2,2,4,2,3,2,2,4,2,4,4,5,2,3,2,2,4,3,2,4,2,4,3,3,5,3,4,4,4,3,3,3,3,4,1,1,1,1,1,1,1,4.18351149170033,3.6329233499899,3.78407459879912,3.38876824756651,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,2,6951.280766,"Alpine",4,2.60625
757,2,2,4,2,2,4,3,3,2,2,4,4,2,3,2,4,2,3,5,5,2,2,1,1,5,2,4,4,2,3,3,2,4,2,4,4,4,4,4,4,2,4,1,1,1,1,0,1,1,4,3,3,3,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,3,1796.43790113,"Alpine",3,2.60625
758,5,5,5,5,1,5,5,5,5,3,4,1,3,3,3,1,3,3,1,5,5,5,5,5,1,5,5,1,1,3,5,1,5,5.42755099935385,5,5,3,5,3,2,3,1,1,0,0,0,0,0,0,5,5,5,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,2,1679.26908656,"Alpine",0,2.60625
766,5,5,5,5,1,2,2,2,2,4,5,3,2,2,2,4,2,3,3,3,3,4,3,3,3,2,3,3,3,4,4,3,4,4,4,2,2,4,4,3,3,3,0,1,0,1,1,0,1,4,4,4,3,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,3,3405.51488384,"Alpine",3,2.60625
771,4,4,4,4,1,2,3,2,2,4,3,2,4,4,2,4,2,4,4,5,2,4,1,1,5,1,1,5,1,5,3,5,5,4,5,4,5,4,4,3,4,4,1,1,0,1,1,0,1,3,3,2,4,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,2,7412.77894352,"Alpine",3,2.60625
777,5,5,5,4,1,2,2,2,1,5,4,2,3,3,2,4,1,2,4,5,3,3,3,2,4,4,3,2,3,5,5,2,5,3,3,4,4,5,5,4,5,5,1,1,1,1,1,0,1,5,5,5,4,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,6,3792.86589882,"Alpine",3,2.60625
778,2,1,3,1,3,4,2,3,2,4,4,2,3,3,1,4,2,4,4,4,2,4,2,2,4,2,4,4,2,2,4,2,4,4,4,4,4,4,4,3,4,4,1,0,1,1,1,1,1,4,2,4,3,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,6,2641.83523985,"Alpine",4,2.60625
784,5,4,4,4,2,2,2,2,2,1,1,1,5,5,5,1,5,3,5,5,1,5,1,1,5,4,4,4,3,5,5,1,5,3,5,4,5,5,5,5,5,5,1,1,1,1,1,1,1,4,3,1,3,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,2,0,"Lakeside",4,2.41176470588235
788,4,4,5,3,1,1,1,1,1,4,4,2,2,2,1,4,1,3,4,4,3,4,2,2,4,2,4,4,1,4,4,2,4,4,2,5,3,2,2,2,2,2,1,1,0,0,0,0,0,4,3,2,2,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,2,85.5914544194,"Lakeside",0,2.41176470588235
792,5,5,5,4,1,1,4,4,1.13605968054441,1,5,2,2,4,2,4,2,4,4,4,2,2,2,2,4,2,2,4,2,4,5,4,5,4,4,5,5,5,4,4,5,5,1,1,1,1,0,1,1,3,3,2,4,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,2,19.5767393398,"Lakeside",3,2.41176470588235
795,5,5,5,5,1,1,1,1,1,4,4,2,4,4,1,5,2,1,4,4,2,4,2,2,4,2,4,2,2,4,2,4,4,2,1,4,4,5,3,4,4,4,1,0,1,1,1,1,1,5,5,5,3,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,4,38.6500162921,"Lakeside",4,2.41176470588235
801,4,4,3,3,2,2,3,2,2,1,5,2,1,3,1,5,1,2,4,4,2,4,2,2,4,2,4,2,1,1,4,3,5,4,4,4,5,4,4,4,3,5,1,1,1,1,1,1,1,4,2,5,5,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,3,0,"Lakeside",4,2.41176470588235
803,5,5,5,4,1,1,2,1,2,4,4,3,3,2,4,2,3,3,3,3,4,3,3,4,3,4,3,4,3,2,2,4,4,3,2,4,3,4,3,3,3,2,0,1,1,0,1,0,0,2,3,2,2,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,74.8218174345,"Lakeside",1,2.41176470588235
806,2,2,3,2,2,4,2,2,4,2,4,2,3,3,2,4,2,4,4,3,3,2,3,3,3,4,4,2,3,4,4,4,4,2,3,3,4,4,3,3,2,3,1,1,1,1,1,0,1,3,2,4,4,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,6,10.9851629228,"Lakeside",3,2.41176470588235
809,3,3,4,3,1,4,2,4,1,4,3,2,3,3,4,2,4,5,5,5,2,2,1,2,5,4,3,4,3,4,4,3,4,3,4,4,4,4,3,4,3,3,1,1,1,1,1,0,1,5,4,4,4,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,161.237235458,"Lakeside",3,2.41176470588235
819,4.71557562440406,4.5094877756898,4.54646879792502,4.00781157843474,1.92885912671918,2.2038746541533,2.54075223073366,3.13738551107826,1.79314143700361,3.56267640928155,3.24850615726626,1.79411651252296,2.54952791498724,2.67463316259838,1.75381263401828,4.04680214079056,2.34986429793646,2.81133439845648,2,5,5,1,5,1,1,1,3,4,3,4,4,2,4,4,4,5,4,4,4,2,2,4,1,0,1,0,0,0,1,4,3,4,2,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,3,40.1714488733,"Ramona",1,2.31849315068493
830,5,5,5,5,1,1,3,2,2,3,5,3,3,3,2,4,2,3,4,4,3,3,3,2,4,3,2,3,2,5,5,1,4,3,4,5,5,5,4,4,4,4,1,1,1,1,1,1,1,4.12668393392581,3.62625610150493,3.29778181908125,3.16020568471021,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,6,361.209104417,"Ramona",4,2.31849315068493
837,4,4,4,2,2,3,3.42894125885518,3,3,4,4,3,3,2,2,4,2,4,4,4,2,3,2,2,4,2,2,4,2,4,3,3,4,4,4,4,2,4,4,3,1,2,1,1,1,0,1,0,0,3,2,2,4,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,3,136.400851161,"Ramona",1,2.31849315068493
839,4,4,4,4,2,3,3,4,3,4,4,3,4,4,3,3,3,4,4,4,2,2,2,2,4,4,2,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,1,1,1,1,0,1,1,3,2,3,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,2,204.406341131,"Ramona",3,2.31849315068493
846,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,2,3,4,4,3,4,2,2,4,2,3,4,2,4,4,2,4,2,5,4,4,5,5,3,3,3,1,1,1,1,0,0,0,4,2,3,4,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,4,115.835425224,"Ramona",1,2.31849315068493
849,5,5,5,5,1,3,1,2,2,4,4,2,2,2,2,4,2,4,4,4,2,3,3,3,4,2,2,4,2,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,3.48576208873082,3.01067971144092,2.82005423299531,3.66446716734159,-0.00557300223888086,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,3,7.8754538304,"Ramona",4,2.31849315068493
851,5,4,5,4,1,3,2,2,2,3,5,3,2,2,2,4,2,3,4,4,2,3,2,2,4,5,1,2,1,5,4,2,4,2,3,4,3,5,3,3,3,4,1,1,1,1,0,0,1,4,4,4,3,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,4,40.0252264455,"Ramona",2,2.31849315068493
854,2,2,4,4,2,3,3,3,2,4,3,1,4,3,2,4,2,2,3,4,3,2,3,3,3,4,2,3,2,4,4,4,4,2,4,4,4,4,4,4,3,4,1,0,1,1,0,0,1,3,2,2,3,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,2,229.050110464,"Ramona",2,2.31849315068493
855,4,2,4,2,2,2,2,2,2,4,4,3,2,3,2,4,2,3,4,4,2,3,2,2,4,2,3,3,3,4,4,2,4,4,2,4,4,3,4,2,2,2,1,0,1,1,0,0,1,5,4,4,4,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,3,164.710589915,"Ramona",2,2.31849315068493
859,4,4,4,4,1,1,3,3,2,3,5,3,3,2,2,4,2,3,4,4,2,3,2,2,4,4,2,2,2,4,4,2,4,4,4,4,4,4,4,4,3,2,1,1,1,0,0,1,1,4,4,3,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,6,0,"Ramona",2,2.31849315068493
860,4,4,4,4,3,4,3,4,3,3,3,2,4,4,2,4,2,2,4,4,2,3,2,2,4,2,2,3,2,4,4,2,4,2,4,4,3,4,4,4,3,3,1,1,1,1,1,1,1,4,4,4,2,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,6,0.04026644769,"Ramona",4,2.31849315068493
864,4,4,4,4,2,2,2,2,2,4,4,3,3,2,2,4,2,2,4,3,2,3,3,3,4,2,3,4,3,3,4,2,5,4,5,4,4,5,5,3,3,4,1,1,1,1,1,0,0,4,3,3,4,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,3,41.7752750998,"Ramona",2,2.31849315068493
865,4,3,4,4,2,2,2,2,2,4,4,2,3,3,2,4,2,2,4,4,2,3,2,2,4,4,4,3,1,4,5,1,4,4,4,4,5,5,4,4,4,5,1,1,1,0,1,0,1,3,2,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,4,71.0611224633,"Ramona",2,2.31849315068493
