"id","c1a","c1b","c1c","c1d","c1e","c1f","c1g","c1h","c1i","c1j","c1k","c1l","c1m","c1n","c1o","c1p","c1q","c1r","d1a","d1b","d1c","d1d","d1e","d1f","d1g","e1a","e1b","e1c","e1d","e1e","e1f","e1g","e1h","e1i","e1j","f1a","f1b","f1c","f1d","f1e","f1f","f1g","f2a1","f2b1","f2c1","f2d1","f2e1","f2f1","f2g1","f5a","f5b","f5c","f5d","h1a","h1b","h1c","h1d","h1e","h1f","h1g","h1h","h1i","h1j","h1k","h1l","h1m","h1n","h1o","h1p","education","near_03f","city","numBehaviors","cityRate"
252,4,4,5,5,2,2,2,1,1,4,4,2,3,2,2,4,2,3,4,3,2,4,2,3,4,4,2,2,2,5,5,1,4,3,4,4,4,4,4,4,3,4,1,1,1,1,1,0,1,4,4,5,2,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,3,543.358970776,"Alpine",3,2.60625
254,5,5,5,5,2,2,2,2,2,3,5,3,4,4,3,4,2,3,4,4,2,4,2,2,4,2,3,4,3,3,4,2,4,4,4,4,4,4,4,3,3,3,1,0,1,1,1,0,0,5,5,4,3,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,3,252.698526925,"Alpine",2,2.60625
260,5,5,5,5,1,1,1,1,1,5,5,1,5,5,5,1,5,5,5,5,1,5,1,1,5,5,5,5,1,5,5,1,5,5,5,4,4,5,5,5,5,5,1,1,1,1,1,1,1,3,2,2,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,3,1288.97400944,"Alpine",4,2.60625
262,5,5,5,5.47828977655379,1,1,1,1,1,4,5,3,2,3,5,3,4,3,4,4,2,3,3,3,4,1,2,5,2,4,5,2,5,3,4,5,5,4,4,4,4,4,1,0,1,1,0,0,0,2,2,3,4,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1288.97400944,"Alpine",1,2.60625
269,5,5,5,5,1,1,1,1,1,5,3,3,2,3,2,4,2,4,4,4,2.51541655457871,3,3,2,3,5,5,2,5,3,2,4,4,3,5,4,4,4,4,4,4,4,1,1,1,1,1,1,1,3,2,1,5,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,6,71.179628183,"El Cajon",4,2.34883720930233
272,5,1,5,1,2,2,2,2,2,5,5,2,1,3,2,4,2,3,4,4,2,4,2,2,4,4,2,2,2,4,4,2,4,2,2,4,3,5,4,4,4,4,1,1,1,1,1,1,1,5,5,4,3,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,3,17.5950153573,"El Cajon",4,2.34883720930233
273,1,1,1,1,4,4,2,2,2,4,4,1,3,2,1,5,1,3,4,5,2,4,2,2,4,2,4,4,1,2,4,2,4,5,5,5,5,4,3,3,3,4,1,1,1,1,0,0,1,4,3,2,3,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,6,0,"El Cajon",2,2.34883720930233
276,5,4,4.28332970537491,4.21321337259242,1.93680461245631,2.09078751502801,2.58291740520511,2.08369927573671,1.95772413834131,3.07352962806673,5,2.97960670437739,5,4,3.05222142550865,3.73163125932007,3.72092708224773,3.3040620657755,5,4,1.13658712515311,3.46422316901989,1.20144945498097,1.76436968569831,4.9695423542933,5,3.05484906400294,2.94161872273519,2.23903241092144,3.97076775888394,5,1.21889169094996,4.52169239790553,3.30442393905669,4.75741481097892,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4,3,3,3.02404992329997,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,6,433.605494382,"El Cajon",4,2.34883720930233
277,3,3,3,4,3,2,5,3,3,4,4,3,2,2,2,4,2,4,3,4,4,3,3,2,3,2,5,5,1,2,5,2,5,4,5,4,4,5,4,4,4,5,1,1,1,1,1,1,1,3,3,2,3,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,4,71.383272821,"El Cajon",4,2.34883720930233
279,5,5,5,5,1,1,1,1,1,5,5,2,2,2,2,5,2,5,4,4,2,4,2,2,4,2,2,4,2,4,4,2,4,2,5,4,4,4,4,4,3,4,1,1,0,1,0,0,0,3,3,3,4,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,3,95.1445781635,"El Cajon",1,2.34883720930233
280,5,5,5,5,5,2,3,2,1,3,3,1,5,5,1,5,1,1,5,5,1,5,1,1,5,5,5,4,1,1,5,1,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,2,2,3,4,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,6,0,"El Cajon",4,2.34883720930233
287,4.4462547357575,4.36966195348769,4.26756181703951,3.94455810775901,2.21537413003767,2.35180051764677,2.82162577873214,3.17219848461742,1.57776737320742,5.07682654880849,5.66775121614618,3.42640001237838,0.846795001125528,2.28430034207513,1.77604353999474,4.07001999582459,1.78855469500033,3.62775580078661,5,5,1,4,3,3,4,1,4,4,1,1,5,4,4,5,4,4,4,4,4,2,3,4,1,0,1,1,0,1,0,1,4,2,4,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,3,199.086548743,"El Cajon",2,2.34883720930233
292,5,5,5,5,1,1,1,1,1,4,4,4,1,1,1,5,1,2,4,4,2,4,2,2,3,2,4,4,2,2,4,2,4,4,1,4,4,4,4,3,4,4,1,1,1,1,1,1,1,4,2,4,5,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,5,0,"Alpine",4,2.60625
295,4,2,4,2,2,4,2,2,2,4,4,1,1,2,1,4,1,3,4,4,2,4,2,2,4,2,2,4,2,4,4,2,5,2,4,5,5,5,5,5,5,5,1,1,1,1,0,1,1,4,4,4,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,29.7582964422,"Alpine",3,2.60625
297,5,5,4,4.98225261346632,2,1,2,1,1,5,5,2,2,2,2,5,2,5,3.18767684665799,3.6788609261735,2.99413326252839,3.2363498608347,2.39936834881434,1.76667494586581,3.09279555056011,0.96402719470621,2.89202891343629,4.43322443642418,1.64166088075924,3.55340480506278,4.58692572079787,1.27213793234055,4.21706530390977,2.80463458112839,3.64267881767025,3.83177362981723,4.46556732320782,4.53230989287836,4.43539017319711,4.43690499476014,4.29247311551047,3.76254964016247,1,1,1,1,1,1,1,3.92565246165493,2.9765519277704,2.81612779530427,3.48791303198646,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,99.7037171933,"Alpine",4,2.60625
298,4,5,4,5,1,1,2,1,1,4,3,3,2,1,3,3,3,4,3,4,3,1,3,2,4,1,3,5,1,5,5,1,5,4,5,5,4,5,4,3,5,5,1,1,1,0,0,1,1,4,1,2,3,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,5,13.4212614015,"Alpine",2,2.60625
299,5,5,5,2,1,2,2,2,2,5,5,4,4,3,2,4,2,4,4,4,2,3,3,3,4,2,2,4,2,4,4,2,4,2,4,4,4,5,4,4,4,5,1,1,1,1,1,1,1,5,3,4,3,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,6,104.53861754,"Alpine",4,2.60625
301,5,5,5,1,3.05569738801029,4,3.38880907106491,4,2,4,5,1,3,3,2,5,3,5,4,4,3,4,3,2,4,2,5,5,3,4,5,1,5,5,2,5,5,5,5,5,5,5,1,1,1,1,1,1,1,3,2,2,4,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,3,357.851598665,"Alpine",4,2.60625
302,5,5,4,4,2,4,3,3,3,4,5,2,2,2,1,5,1,5,4,4,2,4,2,2,3,2,5,5,2,2,5,1,5,5,5,4,4,5,4,3,4,4,1,1,1,1,1,1,1,3,3,4,4,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,5,0,"Alpine",4,2.60625
303,5,5,5,5,1,1,1,1,1,2,4,3,4,3,3,3,4,4,2,3,4,4,3,3,2,4,2,2,2,2,5,2,4,2,5,4,4,5,4,3,4,3,1,1,1,1,0,0,0,5,4,3,2,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,6,678.636477144,"Alpine",1,2.60625
304,3,3,4,3,3,4,3,3,1,3,5,2,3,4,2,5,2,4,5,5,2,4,1,1,5,1,1,5,1,5,5,2,5,3,3,5,5,5,5,3,4,4,1,1,1,1,0,0,0,5,3,5,4,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,4,869.774449007,"Alpine",1,2.60625
305,4,4,4,4,3,3,3,3,2,2,4,3,3,3,3,2,4,3,4,4,2,3,2,2,4,4,3,3,3,4,4,3,4,2,3,4,2,2,4,3,3,2,1,1,1,1,0,0,0,4,3,3,3,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,4,179.924081934,"Alpine",1,2.60625
307,5,5,5,5,1,1,1,1,1,4,4,1,3,4,1,4,2,4,4,4,2,4,2,2,4,1,2,5,2,1,5,1,5,4,4,5,4,5,5,4,4,5,1,0,1,1,0,1,1,5,4,2,3,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,6,0,"Alpine",3,2.60625
308,3,3,4,3,2,2,2,3,2,4,5,3,2,3,2,3,3,4,4,4,2,4,2,2,4,2,4,3,2,2,3,4,5,4,4,5,5,5,5,3,2,5,1,1,1,1,0,0,1,4,2,2,4,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,2,25.7708785043,"Alpine",2,2.60625
318,3,2,5,1,1,3,2,2,2,4,4,2,1,1,2,4,2,2,4,4,2,3,2,2,4,4,2,2,2,4,4,2,4,3,4,3,4,5,4,2,4,4,1,1,1,0,0,0,0,4,2,3,2,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,5,1480.04359475,"Alpine",0,2.60625
321,5,4,5,4,1,1,1,1,1,5,5,2,3,3,2,4,2,4,4,4,2,4,2,2,4,1,4,2,1,5,4,1,5,4,4,5,5,5,5,4,5,5,1,1,1,0,1,1,1,5,5,4,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,5,478.846632377,"Alpine",3,2.60625
327,5,5,5,5,1,1,1,1,1,5,5,1,1,3,1,5,1,5,2,4,5,2,4,2,2,1,2,5,2,5,5,1,5,5,1,5,5,5,5,3,4,5,1,1,1,1,0,0,1,5,5,4,4,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,6,0,"Alpine",2,2.60625
333,4,4,4,4,2,2,2,2,2,4,4,3,4,4,5,4,3,4,4,4,2,4,2,2,4,2,1,4,1,5,5,2,5,2,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,2,2,2,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,2,946.30990296,"Alpine",4,2.60625
337,2,2,4,2,3,4,4,2,3,2,4,1,4,5,3,4,2,4,4,4,2,3,1,1,5,1,5,5,1,2,4,2,4,4,3,4,4,4,4,4,3,4,1,1,1,1,0,1,1,4,3,4,4,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,4,207.777546136,"Alpine",3,2.60625
344,5,4,5,4,1,1,2,2,2,2,4,2,2,2,2,4,2,2,4,4,2,4,2,2,4,4,1,2,1,4,3,4,4,2,2,4,4,5,3,4,2,4,1,1,1,1,1,0,1,3,3,4,2,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,3,1331.77764384,"Alpine",3,2.60625
347,3,2,4,3,4,3,4,3,2,4,4,2,2,2,2,2,2,2,4,4,2,4,3,3,4,2,2,3,3,4,4,3,4,2,3,4,4,3,4,3,2,4,1,0,0,1,1,0,1,4,4,4,4,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,6,2510.28147547,"Alpine",3,2.60625
349,2,2,3,3,4,4,4,4,4,2,2,2,2,3,1,5,1,2,5,5,3,1,1,1,5,1,1,1,1,5,4,1,5,2,4,4,4,5,4,3.67886754845124,4,4,1,1,0,1,0,1,0,4,2,4,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,6,1236.87083545,"Alpine",2,2.60625
350,5,4,4,4,3,3,3,4,3,4,4,2,3,4,3,4,3,4,5,5,2,5,1,1,5,1,4,5,4,3,4,2,4,3,3,4,5,5,4,4,4,5,1,1,1,1,0,0,0,5,3,3,4,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,4,1915.08489017,"Alpine",1,2.60625
355,5,5,5,5,1,1,1,1,1,4,4,1,2,2,1,4,2,1,2,3,3,4,3,3,3,5,2,1,2,2,5,1,5,3,4.01364865486884,4,4,5,4,3,2,3,1,1,1,1,0,0,0,3,3,3,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,6,1099.50098481,"Alpine",1,2.60625
365,5,5,5,5,1,1,1,2,2,4,2,2,3,3,3,4,2,3,4,4,2,4,2,2,4,2,2,4,3,4,4,3,4,3,3,5,5,5,5,5,5,5,1,1,0,1,1,0,0,5,5,3,4,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,3,371.756840386,"El Cajon",2,2.34883720930233
379,4,4,4,3.5448750082316,2,2,2,2,2,4,4,4,2,2,2,4,2,4,4,4,2,4,2,2,4,5,2,3,3,5,4,3,5,2,3.85510083738426,4,4,3,4,4,3,3,1,1,1,1,1,1,1,2,1,2,4,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,6,22.6584584459,"El Cajon",4,2.34883720930233
387,5,5,5,5,1,2,4,3,2,4,5,3,1,2,2,4,2,3,5,4,2,4,1.75076599488659,2,4,3,2,4,3,2,4,3,4,4,3,4,4,4,4,2,4,4,1,1,1,0,0,0,1,2,2,1,3,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,3,575.423843407,"El Cajon",1,2.34883720930233
395,4,2,4,4,4,3,4,2,2,4,5,1,2,2,3,4,2,3,5,5,5,4,2,2,4,1,5,5,5,2,5,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4,3,4,3,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,2,141.491541766,"Alpine",4,2.60625
402,5,5,5,2,1,1,1,1,1,4,5,5,1,1,1,1,1,5,5,5,2,3,3,3,4,1,5,5,2,2,5,1,5,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,4,0.0705998708814129,0.151835039926448,0.740318860189471,1.13703040119248,0.638075481621151,0.072608009175903,0.857764493485231,1.02381157547649,0.919915259001467,0.957276385062366,1.01244755213393,0.367873825804931,0.307997578525514,0.788627927893015,0.667200568897291,0.602993835724181,5,895.560807008,"Alpine",4,2.60625
411,4,4,4,3.40648284703593,2,3,3,3,2,4,4,2,3,2,1,4,2,2,4,3,3,3,3,3,4,4,2,2,3,5,4,3,4,3,3,4,4,5,4,4,4,4,1,1,1,0,1,0,1,2,2,1,4,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,3,1422.70702339,"Alpine",2,2.60625
412,4,4,4,4,2,2,2,2,2,4,4,4,4,2,2,4,2,4,4,4,2,4,2,2,4,2,4,4,2,2,4,2,4,4,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,3,3,4,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,3,567.389211377,"Alpine",4,2.60625
417,4,4,4,2,2,2,3,2,3,2,4,2,4,4,2,4,2,2,4,4,2,4,2,2,4,4,1,1,2,5,4,4,4,1,4,4,4,4,2,1,1,1,1,1,1,0,0,1,0,4,3,4,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,2,252.328068375,"Alpine",1,2.60625
419,5,5,5,5,1,2,1,1,1,5,5,2,1,1,1,5,1,2,4,4,2,4,2,2,4,2,2,4,2,4,5,1,5,4,3,4,5,5,4,4,2,4,1,1,1,1,0,0,0,5,3,4,4,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,6,1048.94401311,"Alpine",1,2.60625
425,5,5,5,5,1,1,1,1,1,4,4,3,4,4,2,3,2,4,4,3,2,5,3,4,4,4,4,3,2,3,5,3,4,4,4,4,5,3,3,3,4,3,1,1,1,1,1,1,1,4.15392908344102,3.3058489927892,4.0920182795349,3.20232660187376,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,4,963.388144644,"Alpine",4,2.60625
429,4,4,5,5,2,2,3,2,1,3,4,3,2,4,3,4,2,4,4,4,2,4,2,2,4,2,2,4,2,4,5,2,4,3,4,4,4,5,4,3,3,4,1,1,1,1,0,0,1,3,3,2,2,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,4,948.601736627,"Alpine",2,2.60625
430,3,2,2,4,3,4,3,3,3,2,2,2,4,2,2,4,2,4,4,4,2,2,1,1,4,2,3,4,4,4,5,1,5,4,4,4,4,5,5,2,4,2,1,1,1,1,1,1,1,3.89664044860986,3.03085970219711,3.30012657371088,1.64407118743312,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,4,883.76488711,"Alpine",4,2.60625
435,3,3,4,3,2,3,3,3,2,4,4,3,3,3,2,4,2,3,4,4,2,4,3,3,4,2,3,4,3,4,4,3,4,4,3,4,4,5,4,4,4,4,1,1,1,1,0,0,0,5,4,4,3,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,3,2129.50569376,"Alpine",1,2.60625
437,3,3,3,3,2,3,2,3,2,3.37618854832517,4,3,3,3,3,4,1,3.3955730173159,4,4,2,4,2,2,4,4,4,4,2,2.89005635337074,4,2,4,3.42105034180664,2.78748348594142,4,2,5,5,4,4,5,0,1,1,1,1,1,1,3.92660086887704,3,3,2,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,4,2112.59121112,"Alpine",4,2.60625
442,4,3,4,4,2,2,3,2,2,2,5,2,2,3,2,3,2,4,4,4,2,3,2,1,4,2,3,5,1,3,4,2,4,5,4,4,4,5,5,4,3,4,1,1,1,1,1,1,1,4,2,4,4,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,4,1658.77190716,"Alpine",4,2.60625
443,2,2,2,3,4,4,4,3,2,4,4,3,2,3,2,4,2,3,4,4,2,2,2,2,5,4,2,2,2,4,4,2,5,2,4,4,4,5,5,3,4,4,1,1,1,0,0,0,1,4,4,5,3,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4,2230.78545699,"Alpine",1,2.60625
445,4.83505353682176,4.54686058563878,4.44310544604509,4.29622348172753,2.45298665267015,2.29500718187793,1.81544432240492,1.70124264137504,2.00930298861824,3.26908370124375,3.84340835940585,3.07806179466981,2.25315618027094,2.86879016760439,2.86552370985212,2.66096858361686,3.20098585325687,4.59014333492166,3,3,3,3,4,4,3,2,4,4,2,4,4,2,4,4,4,4,4,4,4,4,3,4,1,0,0,1,0,0,1,4,3,3,3,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,5,333.506406198,"Alpine",2,2.60625
449,4,4,4,4,2,4,3,3,3,4,4,2,3,4,4,4,3,4,4,4,3,3,3,3,3,4,2,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,1,1,1,0,1,0,0,3,1,3,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,2,914.46069688,"Alpine",1,2.60625
459,5,5,4,3,2,2,2,3,2,1,4,1,2,4,1,5,1,4,4,4,2,3,2,2,4,4,2,2,2,4,5,2,5,4,4,5,5,5,4,4,4,4,1,1,1,1,1,1,1,3,2,3,5,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,918.961814908,"Alpine",4,2.60625
460,3,4,4,4,3,3,3,3,3,4,4,1,3,3,2,3,3,3,4,4,2,1,2,2,4,2,3,4,3,4,4,2,5,3,3,4,5,5,4,4,4,4,1,1,0,1,1,1,1,4,3,4,4,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,4,606.816091459,"El Cajon",4,2.34883720930233
462,4,4,5,3,2,2,2,2,2,4,4,2,3,3,3,3,3,4,4,4,2,3,2,2,4,2,4,4,2,3,4,2,4,3,4,4,4,5,4,3,3,4,1,1,1,1,1,0,1,4,2,2,3,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,2,28.2381800116,"El Cajon",3,2.34883720930233
464,4,2,4,2,1,3,2,2,2,4,4,1,3,2,2,4,2,2,4,4,2,4,2,2,4,4,2,3,1,4,3,3,4,3,2,2,2,2,2,1,1,1,1,0,0,0,0,0,1,4,3,3,3,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,3,252.099458614,"El Cajon",1,2.34883720930233
470,3,3,5,2,2,1,3,3,2,4,4,2,2,1,3,2,2,5,5,5,1,2,2,2,4,1,5,5,3,2,4,2,4,3,3,2,4,5,4,3,2,2,1,1,1,1,0,0,0,3,3,2,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,6,0,"El Cajon",1,2.34883720930233
471,5,5,5,5,1,1,1,1,1,4,5,4,2,4,2,5,1,4,4,5,2,4,1,1,5,1,5,5,1,2,5,1,5,5,4,5,5,4,4,4,4,4,0,0,0,0,0,0,0,5,5,5,4,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,6,0,"El Cajon",0,2.34883720930233
473,4,4,4,4,2,3,3,3,3,4,4,3,2,2,3,3,3,4,4,4,2,3,2,2,4,2,2,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,5,3,5,3,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,2,0,"El Cajon",0,2.34883720930233
478,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,1,5,1,1,5,3,3,5,3,5,5,1,5,5,3,5,3,5,3,3,3,5,1,1,1,1,1,1,1,2,1,2,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,4,199.086548743,"El Cajon",4,2.34883720930233
488,4.88960185698513,4.45886776678934,3.96754023231903,4.02904233640616,2.7577725831744,1.91369999901605,3.36307046611461,2.31403491934686,1.88646608462097,3.19204414889055,4.1525644650193,2.03847485709161,3.60503187212012,4.11173591360407,1.68256043311478,4.47550991787713,1.65938520728375,3.8621370398222,5,5,5,1,1,1,5,1,5,5,1,1,5,1,5,4,4,4,4,4,4,4,4,5,1,1,1,1,1,1,1,2.93168249662483,2.37258696682401,2.5707975870472,3.36676633107576,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,6,32.5000998437,"Alpine",4,2.60625
489,4,3,4,3,3,3,3,3,3,2,2,2,4,4,3,4,4,3,4,4,2,3,3,2,3,3,2,2,4,4,4,4,4,2,4,4,4,4,4,4,2,4,1,0,1,1,0,0,0,5,4,3,3,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,5,282.058076588,"Alpine",1,2.60625
490,4,4,4,4,4,4,4,3,3,4,4,3,3,4,3,3,4,3,5,5,3,3,3,2.71540107380089,5,3,3.2982276463715,4,3,5,5,3,5,5,3,5,5,5,5,5,5,5,1,1,0,1,1,0,1,3,3,4,3,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,2,426.206070953,"Alpine",3,2.60625
491,5,5,5,3,1,1,2,1,1,4,4,3,3,1,1,4,1,1,5,3,2,3,2,3,4,5,2,1,2,4,4,2,4,2,4,3,4,4,4,4,4,4,1,1,0,1,1,0,1,4,3,4,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,6,192.70049848,"Alpine",3,2.60625
507,4,4,4,4,2,2,2,2,2,4,4,2,3,2,2,4,2,4,4,4,2,4,2,2,4,2,2,4,2,4,4,3,4,3,4,3,2,4,3,3,3,3,1,1,1,1,0,0,0,4,3,4,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,4,964.44894111,"Alpine",1,2.60625
508,2,3,4,2,3,2,4,3,2,3,3,2,4,5,3,4,2,2,4,4,3,3,2,2,4,5,2,3,2,5,4,3,5,2,4,2,2,4,3,3,2,4,0,1,0,0,0,0,0,4,3,4,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,4,1211.91348612,"Alpine",0,2.60625
511,4.28785112946018,4.19340605898917,4.30154430600165,3.57820546597478,2.10704758602759,2.65366232652673,3.17428502524085,2.38378714453074,1.55215621099593,3.53813324600689,4.45414231918444,2.10305485378218,3.43231475581288,3.05214400720781,2.11691016831173,3.88423459816349,2.45800384643539,4.21399324074345,4,4,2,3,2,2,5,3,3,4,3,3,4,2,5,4,4,2,2,4,4,3,3,4,1,1,1,1,1,1,1,3.52011130129977,3.02371010949681,3.87836668970719,3.20023949522475,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,6,1333.01236955,"Alpine",4,2.60625
512,3,3,4,4,2,2,2,2,2,3,4,3,2,2,2,3,2,4,4,4,2,4,2,2,4,4,3,2,2,4,4,3,4,2,4,5,3,5,4,3,4,4,1,0,1,1,0,1,0,4,4,3,4,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,5,1318.61216324,"Alpine",2,2.60625
518,4,4,4,4,2,2,3,3,3,2,1,3,2,2,1,4,1,2,5,5,2,1,3,2,4,1,5,5,2,4,4,2,5,5,4,4,4,4,4,4,3,3,1,1,1,1,1,0,1,4,1,4,4,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,2,1516.27336134,"Alpine",3,2.60625
526,5,5,5,5,1,1,1,1,1,3,2,1,1,1,1,4,2,1,4,3,2,4,2,2,4,1,1,5,1,5,5,1,5,5,4,4,4,5,5,3,4,3,1,1,1,1,0,0,0,5,3,2,5,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,4,169.841602364,"Alpine",1,2.60625
528,5,5,5,5,1,1,1,3,1,5,5,5,3,1,4,2,2,4,4,4,2,5,3,4,4,2,3,3,1,4,5,2,5,5,3,4,4,5,4,4,4,5,1,1,1,1,1,1,1,3,5,5,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,323.375811897,"Alpine",4,2.60625
537,4,3,4,2,3,4,2,4,2,4,5,4,4,2,1,4,2,3,5,4,2,3,2,2,5,2,5,3,1,3,4,2,5,3,1,5,4,5,4,3,3,4,1,1,1,1,1,1,1,5,5,5,5,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,4,2254.97016846,"Alpine",4,2.60625
543,2,2,5,2,1,2,2,2,1,5,5,2,2,2,2,4,2,4,4,5,2,4,2,2,4,3,4,3,1,2,5,2,5,4,4,4,3,4,4,4,4,4,1,0,0,1,1,0,1,4,4,4,3,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,6,408.706259301,"Alpine",3,2.60625
545,4,4,4,2,1,2,2,2,2,4,5,5,2,2,2,4,2,4,5,5,1,5,1,1,5,1,4,5,2,2,5,1,5,4,5,5,5,5,5,5,5,5,1,1,1,1,0,0,1,4,3,5,4,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,4,917.81531545,"Alpine",2,2.60625
547,4.14879248562043,4.23261245464271,4.17532152683066,3.81938166028088,1.7381623260398,1.90926441305458,2.090543833754,1.71576765075635,1.50340224394742,3.74549664008893,4.30201318164067,2.85304154608602,3.22871640714506,2.63045193783745,1.90470998945832,3.97033816744576,2.140647651452,3.2005637349398,3.61413802545266,3.8042594499406,2.37839109777852,3.26826780130325,2.26934864690476,2.24241631511488,3.56860052953327,2.3531035771866,3.54478081940762,2.92691760682128,2.23367549671398,3.27534442708158,4.37192380361419,2.12827762721772,4.11441015556993,3.51903103116144,3.8877586676603,3.84860499854556,3.8940894182694,4.23849095586882,3.71216988148006,3.51503395746235,3.91293154388495,4.17750404644982,1,1,1,1,1,1,1,4.11176940435167,2.96088077506945,3.19619034405853,3.62271849602382,-0.00747496247243427,0.208885947174857,0.912218511466143,1.08346993578207,0.192040343684247,0.206701832487202,0.840208313066997,1.01421624513394,0.982588443118646,0.952387353114844,0.27775823351664,-0.0337789186667682,-0.0590866158612433,0.0472091572339869,0.835542387859744,0.661210846046733,6,1184.93739853,"Alpine",4,2.60625
